contributor_name,doc_id,contribution_type
Qualcomm,R4-2321728,Reply LS Author
UNISOC,R1-2409628,Discussion and decision
China Telecom,R1-2406096,Contribution
Lu Ting,R2-2405769,Contact Person
Ericsson,R1-2409253,Source to WG
NTT DOCOMO,R1-2409044,Moderator
HiSilicon,R1-2409398,Discussion/Decision
Samsung,R1-2407391,Technical Contribution
CATT,R1-2404357,Reply LS
Qualcomm,R1-2405546,Simulation analysis
MediaTek,R1-2410811,Moderator
NICT,R1-2410585,Discussion
ZTE,R1-2410767,Moderator Summary
Huawei,R1-2400105,Technical Analysis
Samsung,R1-2406660,Technical contribution
Sanechips,R1-2400496,Discussion and decision
"NTT DOCOMO, INC.",R1-2407374,Moderator Summary
Huawei,R1-2401961,Contribution
OPPO,R1-2409053,Moderator/Editorial
ZTE,R1-2404009,Contribution
KDDI,R1-2403365,Technical contribution
HiSilicon,R1-2405328,Draft CR
Apple Inc.,R1-2404272,Discussion/Decision
Huawei,R1-2409219,Ad-Hoc Chair
ZTE,R1-2400280,Discussion and Decision
CMCC,R1-2407885,Technical Proposal
HiSilicon,R1-2400129,Discussion and Decision
Inmarsat,R1-2410503,Source
Huawei,R1-2409392,Discussion and Decision
Nokia,R1-2408728,Contribution
Apple Inc.,R1-2410861,Source
Samsung,R1-2405477,Source
Sony,R1-2407296,Moderator
Indian Institute of Technology Madras,R1-2403379,Technical Analysis
HiSilicon,R1-2405334,Technical Contribution
IIT Madras,R1-2410593,Source
Nokia,R1-2402418,Source
"InterDigital, Inc.",R1-2408433,Source
CICTCI,R1-2404414,Technical Contribution
TCL,R1-2405178,Discussion/Decision Document
vivo,R1-2407356,Moderator Summary
Spreadtrum Communications,R1-2401519,CR Proposal
Apple Inc.,R1-2402894,Moderator Summary
OPPO,R1-2400601,Discussion and Decision
Sharp,R1-2408255,Technical Analysis
CATT,R1-2408040,Technical Proposal
"NTT DOCOMO, INC.",R1-2403252,Technical Proposal
China Southern Power Grid,R1-2409523,Use Case Expertise
HiSilicon,R1-2404951,Contribution
"InterDigital, Inc.",R1-2409458,Discussion
InterDigital Inc.,R1-2402683,Technical Proposal
Futurewei,R1-2402045,Technical Proposal
Apple Inc.,R1-2404277,Technical Contribution
Nokia,R1-2401807,Technical analysis on CORESET0 alignment
Panasonic,R1-2406266,Contribution
vivo,R1-2409660,Contribution
Google,R1-2407989,Discussion/Decision
ITL,R1-2407121,Discussion and proposals
Google,R1-2404679,Source
New H3C,R1-2402172,Discussion and Decision
Huawei,R1-2409137,Source to WG/TSG
CICTCI,R1-2400456,Technical Contribution
NVIDIA,R1-2409781,Technical Contribution
"NTT DOCOMO, INC.",R1-2405028,Technical Contribution
Qualcomm,R1-2401792,Moderator Summary
CATT,R1-2406363,Discussion and Decision
Futurewei,R1-2402042,Technical Analysis
Panasonic,R1-2410199,Contribution
Huawei,R1-2409420,Technical Analysis
Intel Corporation,R1-2402140,Technical Proposal
Google,R1-2400387,CR Submission
NEC,R1-2400476,Contribution
ZTE,R4-2414114,Reply LS
HiSilicon,R1-2407678,Technical Contribution
Qualcomm Incorporated,R1-2401461,Discussion and Decision
Apple,R1-2404307,Discussion/Decision
Lenovo,R1-2406811,Discussion
Samsung,R1-2401878,Change Request
"ZTE Corporation, Sanechips",R1-2406118,CR Proposal
KDDI,R1-2410549,Discussion and decision
Sharp,R1-2400631,Discussion Document
HiSilicon,R1-2405314,Source
Apple,R1-2408449,Source
Ericsson,R1-2403318,"Discussion, Decision"
Huawei,R1-2407370,Moderator
Ericsson,R1-2410864,Technical Contribution
NTT DOCOMO,R1-2409190,Moderator
Huawei,R1-2403928,Technical Proposal
Nokia,R1-2402907,Technical Proposal
Samsung,R1-2402469,Contribution
Southeast University,R1-2400841,Source
Xiaomi,R1-2401181,CR Proposal
Nokia,R1-2410878,CR Support
Sanechips,R1-2410450,Reply LS
Samsung,R1-2402474,Discussion and decision
Lenovo,R1-2408427,Discussion
NVIDIA,R1-2406490,Discussion
Google Inc.,R1-2403332,Contribution
UNISOC,R1-2409643,Contribution
Sharp,R1-2410320,Technical Contribution
Tejas Networks Ltd.,R1-2409757,Source
vivo,R1-2409688,Contribution
Ericsson,R1-2403689,Source
Fraunhofer IIS,R1-2408951,Technical Analysis
Fujitsu,R1-2405670,Reply LS
Mediatek,R1-2405635,Source
AT&T,R1-2408759,Discussion
TCL,R1-2404058,Discussion Proposals
CMCC,R1-2407327,Moderator Summary
Samsung,R1-2402430,CR Proposal
Xiaomi,R1-2406268,Reply LS
Ericsson,R1-2404524,Technical Contribution
CATT,R1-2401487,Moderator Summary
ZTE,R1-2404639,Change Request
CATT,R1-2400433,Discussion
Nokia,R1-2404482,CR Proposal
Ericsson,R1-2407399,Source
SK Telecom,R1-2400877,Discussion Document
Samsung,R1-2409603,Contribution
Sony,R1-2402967,Technical Contribution
Ericsson,R1-2401825,Moderator
OPPO,R1-2406336,Source
Sanechips,R1-2409724,Simulation Support
Qualcomm,R1-2401556,Moderator
NEC,R1-2400462,Proposals for TS 38.213 updates
Qualcomm Incorporated,RAN1#119 Chair's Notes,Inputs on LP-WUS and network energy savings
ZTE Corporation,R1-2409552,Technical Proposal
LG Electronics,R1-2407410,Moderator
Google,R1-24xxxxx,Technical Contribution
Ericsson,R1-2401546,Moderator
ZTE Corporation,R1-2410810,Co-proposer
Sharp,R1-2404972,Contribution
CMCC,R1-2403662,Session Notes
LG Electronics,R1-2401673,Moderator
RAN WG2,R2-2401885,Reply Liaison Statement
Sony,R1-2408411,Discussion and decision
"NTT DOCOMO, INC.",R1-2405057,Contribution
Sanechips,R1-2407788,Technical Analysis and Proposal
HiSilicon,R1-2400107,Technical Contribution
MediaTek,R1-2401663,Moderator Summary
"NTT DOCOMO, INC.",R1-2405613,Moderator Summary
vivo,R1-2404146,Author
BT,R1-2408590,Source
Apple Inc.,R1-2402875,Discussion/Decision
Samsung,R1-2406643,Moderator Summary
vivo,R1-2407871,Discussion and Decision
Qualcomm Incorporated,R1-2410494,Discussion and Decision
HONOR,R1-2406576,Source
MediaTek Inc.,R1-2402596,Discussion and Proposals
HiSilicon,R1-2403339,Proposal
Google,R1-2407983,Discussion/Decision
LG Electronics,R1-2410294,Technical Proposal
HiSilicon,R1-2402027,Source
Nokia,R1-2410667,Source
CICTCI,R1-2406335,Technical Proposal
New H3C,R1-2400154,Source
UNISOC,R1-2409642,Technical Proposal
Xiaomi,R1-2404631,Source
Samsung,R1-2400709,Source
vivo,R1-2401805,Proposal on CBRA restrictions
Futurewei,R1-2400095,Discussion
Google,R1-2404689,Discussion/Decision
ZTE,R1-2406040,Draft CR
Ericsson,R1-2406122,Technical Analysis
Sanechips,R1-2402190,Co-author
Fujitsu,R1-2408110,Discussion and Proposals
Ericsson,R1-2402988,CR Proposal
CATT,R1-2404392,Contribution
OPPO,R1-2410103,Contribution
Huawei,R1-2409396,Technical Analysis & Proposals
Huawei,R1-2405421,Source
HiSilicon,R1-2400105,Technical Analysis
OPPO,R1-2406219,Company
ZTE Corporation,R1-2410190,CR Submission
Spreadtrum Communications,R1-2407707,Discussion
HiSilicon,R1-2409428,Technical Analysis
CATT,R1-2406323,Technical Contribution
Nokia,R1-2400952,CR Proposal
ASUSTeK,R1-2407123,Discussion and Decision
Huawei,R1-2409231,Moderator
Qualcomm,R1-2405597,Moderator
LG Electronics,R1-2409035,Moderator
CAICT,R1-2400898,Source
MediaTek Inc.,R1-2401285,Contribution
Fujitsu,38.213 CR 0633,Moderator
Ericsson,R1-2402070,"Discussion, Decision"
"NTT DOCOMO, INC.",R1-2406925,Technical Contribution
Apple,R1-2408450,Change Request
HiSilicon,R1-2409397,Technical Analysis
Huawei,R1-2405445,Technical Proposal
Huawei,R1-2406987,Technical Proposal
ZTE Corporation,R1-2410447,Contribution
HiSilicon,R1-2409392,Discussion and Decision
Sanechips,R1-2406953,Technical Contribution
Samsung,R1-2409060,Moderator
CATT,R1-2405629,Contributor
TCL,R1-2407104,Technical Contribution
WILUS Inc.,R1-2401214,Discussion
Samsung,R1-2409614,Source
LG Electronics,R1-2409236,Moderator
AT&T,R1-2403145,Technical Proposal
"InterDigital, Inc.",R1-2402842,Technical Contribution
BUPT,R1-2406744,Measurement Analysis
China Telecom,R1-2404427,Technical Proposal
CATT,R1-2400424,Technical Contribution
Samsung,R1-2409620,Discussion and decision
Lenovo,R1-2410191,Discussion and Decision
TCL,R1-2401976,Discussion and Decision
ZTE Corporation,R1-2406127,CR Submitter
New H3C,R1-2409302,Source
Huawei,R1-2403954,Source
Ericsson,R1-2405286,Discussion Document
Huawei,R1-2400133,Discussion
Spreadtrum Communications,R1-2407721,Technical Proposal
CMCC,R1-2402572,Technical Proposal
vivo,R1-2400212,Reply LS
CATT,R1-2404388,Technical Analysis
"NTT DOCOMO, INC.",R1-2408792,Technical Proposal
vivo,R1-2404155,CR Proposal
CATT,R1-2400444,Technical Contribution
Intel Corporation,R1-2402134,Technical Proposal
Spreadtrum Communications,R1-2400060,Technical Proposal
Qualcomm Incorporated,R1-2405163,Discussion/Decision
ZTE,R1-2402059,Change Request Proposal
vivo,R1-2407876,Contribution
CEWiT,R1-2405250,Technical Proposal
China Mobile Communications Corporation,R1-2405688,Session Chair
Nokia,R1-2404051,Reply LS
ETRI,R1-2406739,Discussion/Decision
Nokia,R1-2404481,Change Request
CATT,R1-2404370,Change Proposal
Huawei,R1-2401868,source
NICT,R1-2405227,Discussion and Decision
Huawei,38.214 CR XXX,CR Proposer
Apple Inc.,R1-2402880,Technical Proposal
Ericsson,R1-2403723,Source
vivo,R1-2400257,Discussion and Decision
Huawei,R1-2405844,Proposer
ETRI,R1-2406741,Discussion/Decision
China Telecom,R1-2407742,Discussion
Futurewei,R1-2402054,Technical Proposal
Spreadtrum Communications,R1-2402112,Technical Proposal
Spreadtrum Communications,R1-2402095,Technical Proposal
Huawei,R1-2400111,Rapporteur
Ericsson,R1-2410306,Discussion
Nokia,R1-2405279,Technical Analysis
Huawei,R1-2403955,Technical Contribution
UNISOC,R1-2409622,Source
Na Li,R1-2409658,Author
ZTE Corporation,R1-2406129,Discussion
Thales,R1-2404205,Technical Contribution
ZTE Corporation,R1-2409381,Technical Analysis
CAICT,R1-2410367,Source
Samsung,R1-2408637,Moderator
Apple Inc.,R1-2408479,Moderator Summary
Unknown,CR-Form-v12.1,Change Request Proposal
Fraunhofer IIS,R1-2409451,Discussion
Vodafone,R1-2404521,Contribution
Panasonic,R1-2410533,Discussion Document
Spreadtrum Communications,R1-2407718,Technical Proposal
Xiaomi,R1-2407957,Discussion Proposal
Huawei,R1-2408181,Source
OPPO,R1-2404856,Change Request Proposal
Lenovo,R1-2400198,Technical Proposal
CCL,R1-2408400,Source
"Huawei, HiSilicon",R1-2403933,Discussion/Decision
MediaTek Inc.,R1-240XXXX,Moderator/LS Reply
Intel Corporation,R1-2403979,Technical Proposal
NEC,R1-2409861,Technical Contribution
LG Electronics,R1-2408681,Technical Contribution
CATT,R1-2400446,Discussion and Decision
vivo,R1-2407328,Moderator
Ericsson,R1-2403451,Rapporteur
CATT,R1-2401671,CR Proposal (R1-2400407)
vivo,R1-2409698,Discussion and Decision
Spark NZ Ltd,R1-2403261,Source
Panasonic,R1-2410047,Discussion
NICT,R1-2406052,Contribution
Samsung,R1-2409062,Moderator Summary
ZTE,R1-2407535,Moderator
Kookmin University,R1-2406209,Technical Proposal
Qualcomm Incorporated,R1-2407023,Technical Proposal
ASUSTeK,R1-2405208,Discussion and Decision
Sanechips,R1-2406403,Contribution
vivo,R1-2407832,Discussion and Decision
"NTT DOCOMO, INC.",R1-2403259,Discussion and Decision
Fraunhofer IIS,R1-2409432,Technical Analysis
Ericsson,R1-2403755,Discussion
Huawei,R1-2400143,Discussion and Decision
Ericsson,R1-2405100,CR Proposal
AT&T,R1-2404631,Source
Sony,R1-2407563,Moderator
Fraunhofer HHI,R1-2403336,Technical Contribution
LG Electronics,R1-2403128,Discussion and decision
Intel Corporation,R1-2407256,Moderator
Samsung,R1-2400750,Technical analysis
Ericsson,R1-2405507,Link/System Level Simulations
Samsung,R1-2402452,Contribution
ZTE,R1-2401683,Technical Proposal
Intel Corporation,R1-2403976,Technical Analysis and Proposals
CEWiT,R1-2407084,Source
Nokia,R1-2407511,Moderator Summary
OPPO,R1-2403415,Moderator
Nokia,R1-2408548,Discussion and Decision
Ericsson,R1-2408340,Technical Contribution
Apple Inc.,R1-2404281,Contribution
ZTE Corporation,R1-2407774,Source
Panasonic,R1-2408603,Discussion Document
MediaTek Inc.,R1-2407187,Moderator Summary
"NTT DOCOMO, INC.",R1-2401098,Technical Contribution
Qualcomm Incorporated,R1-2401457,Technical Proposal
IIT Madras,R1-2401152,Contribution
Ericsson,R1-2405463,Rapporteur
"InterDigital, Inc.",R1-2402174,Discussion
CATT,R1-2402364,Technical Analysis
Samsung,R1-2409584,Discussion/Decision
"Nokia, Nokia Shanghai Bell",R1-2407793,Source
Thales,R1-2401537,Moderator Summary
Sanechips,R1-2409194,Source
Samsung,R1-2406651,Technical Proposal
"NTT DOCOMO, INC.",R1-2408799,Discussion
Xiaomi,R1-2404606,Discussion and Decision
ESA,R1-2403403,Discussion Document
"NTT DOCOMO, INC.",R1-2405740,Contributor
Nokia,R1-2405261,Discussion and Decision
CMCC,R1-2404330,Source
Ericsson,R1-2401351,Discussion/Decision
RAN1,R1-2407534,Liaison Statement
LG Electronics,R1-2401332,Contribution
Huawei,R1-2400152,Technical analysis and specification update proposal
Sony,R1-2402978,Discussion and decision
Lenovo,R1-2404339,Discussion
Ericsson,R1-2401521,Rapporteur
Xiaomi,R1-2403715,Moderator Summary
Yanping Xing,R1-2409301,Contact Person
vivo,R1-2402225,CR Proposal
IIT Kanpur,R1-2410423,Discussion
TCL,R1-2409358,Source
SK Telecom,R1-2404569,Discussion Document
Huawei,R1-2401843,Technical Proposal
HiSilicon,R1-2400112,Discussion and Decision
Sony,R1-2406479,Discussion
3GPP RAN1,R1-117-9.2.4,Agreement
Huawei,R1-2408176,CR Proposal
Spreadtrum Communications,R1-2404039,Contribution
Apple,R1-2408478,Contribution
Antonino Orsino,R2-2407655,Contact Person
NEC,R1-2408226,Contribution
Samsung,R1-2402468,Source
ETRI,R1-2406721,Discussion
InterDigital Inc.,R1-2404334,Discussion Document
Ericsson,R1-2407235,Moderator
Samsung,R1-2410751,Moderator
Langbo,R1-2402530,Source
IIT Kanpur,R1-2405284,Technical Contribution
Huawei,R1-2400102,Technical Proposal
CBN,R1-2406338,Technical Contribution
NEC,R1-2406536,Contribution
Fujitsu,R1-2400769,Technical Analysis/Proposals
"InterDigital, Inc.",R1-2401504,Moderator/Editor
Sharp,R1-2404966,Discussion and decision
Ericsson,R1-2405461,Moderator
BUPT,R1-2404417,Source
Samsung,R1-2403673,
MediaTek Inc.,R1-2405400,Moderator
vivo,R1-2401613,Moderator
"NTT DOCOMO, INC.",R1-2406914,Technical Contribution
LG Electronics,R1-2406602,Discussion and decision
Nokia,R1-2403583,Moderator
Huawei,R1-2405426,Proposal Contributor
OPPO,R1-2404864,Technical Analysis
Huawei,R1-2401391,Source
Apple,R1-2409808,Source
LG Electronics,R1-2404549,Discussion and Decision
Nokia,R1-2400795,Source
Sanechips,R1-2406121,Co-source
HiSilicon,R1-2402005,Co-Source
Huawei,R1-2401571,Proposals on model identification boundaries
Nokia Shanghai Bell,R1-2404741,Discussion and Decision
"InterDigital, Inc.",R1-2404957,Technical Contribution
HiSilicon,R1-2400133,Discussion
"InterDigital, Inc.",R1-2402082,Discussion and Decision Proposal
Nordic Semiconductor ASA,R1-2408918,Discussion and Decision
Sharp,R1-2403109,Source
CATT,R1-2409956,Discussion and Decision
Samsung,R1-2406630,Technical Proposal
CATT,R1-2406340,CR Submission
CMCC,R1-2405974,CR Proposal
ETRI,R1-2408580,Technical Proposal
Ericsson,R1-2401353,Discussion
CMCC,R1-2402548,Contribution
New H3C,R1-2407624,Source
"NTT DOCOMO, INC.",R1-2401128,Technical Contribution
Samsung,R1-2400712,Technical proposal
NTT DOCOMO,R1-2409237,Moderator Summary
Huawei,R1-2403939,Discussion and Decision
Sharp,R1-2401176,Technical Contribution
Fujitsu,R1-2408357,Moderator Summary
Huawei,R1-2407661,Source
Sanechips,R1-2406126,Technical Analysis
ZTE,R1-2400297,Change Request Proposal
HiSilicon,R1-2403955,Technical Contribution
AT&T,R1-2403146,Discussion/Approval
Nokia,R1-2410868,Proposer
RAN WG2,R2-2407601,Liaison Statement
NEC,R1-2406547,CR Draft
Hyundai Motor Company,R1-2406574,Discussion and Decision
Sharp,R1-2403672,Source
IIT Madras,R1-2408939,Architecture Evaluation
Nokia,R1-2407289,Moderator Summary
Toyota ITC,R1-2406793,Discussion and Decision
ZTE Corporation,R1-2400263,Technical Contribution
Spreadtrum Communications,R1-2407698,Technical Contribution
Samsung,R1-2407280,Moderator Summary
RAN1,R1-2409250,Reply LS
Nokia,R1-2400946,Source
Lenovo,R1-2408429,Discussion
Ericsson,04752,CR Proposal
LG Electronics,R1-2401249,Discussion and decision
ITL,R1-2405277,Discussion/Decision
MediaTek Inc.,R1-2408715,Technical Contribution
Moderator(Fujitsu),R1-2405674,CR Proposal
Google,R1-2402287,Discussion/Decision
Ericsson,R1-2409563,Discussion
Sanechips,R1-2408177,Contributor
HiSilicon,R1-2408181,Source
ZTE Corporation,R1-2402266,Technical Proposal
Spreadtrum Communications,R1-2400062,Contribution
Huawei,R1-2403338,Discussion and Decision
ZTE Corporation,R1-2406411,Technical analysis and proposals
Indian Institute of Technology Kanpur,R1-2403393,Contribution
Qualcomm Incorporated,R1-2409039,Moderator Summary
Huawei,R1-2409406,Technical Analysis
CATT,R1-2400425,Technical Analysis
RAN1,R1-2406399,Draft Reply
Huawei,R1-2401376,Technical Analysis
TCL,R1-2406531,Technical Analysis
LG Electronics,R1-2401506,Moderator Summary
NYU WIRELESS,R1-2402407,Measurement data collection and analysis
China Telecom,R1-2402504,Change Request
ZTE Corporation,R1-2406037,Source
CATT,R1-2403787,Moderator Summary
OPPO,R1-2400610,Discussion and Decision
China Mobile Communications Corporation,R1-2402552,Discussion & Decision
HiSilicon,R1-2401380,Discussion and Decision
Panasonic,R1-2402910,Discussion
Huawei,R1-2410750,Moderator Summary
TCL,R1-2407634,Discussion and Decision
Spreadtrum Communications,R1-2400044,Discussion proposal
LG Electronics,R1-2406610,Technical Contribution
Apple Inc.,R1-2402864,Discussion/Decision
Samsung,R1-2405660,CR Proposal
WILUS Inc.,R1-2410558,Discussion Document
Huawei,R1-2407666,Source
Ericsson,R1-2405490,Technical Contribution
Samsung,R1-2409581,Discussion and Decision
Spreadtrum Communications,R1-2404018,Discussion and decision
"Huawei, HiSilicon",R1-24XXXXX,Technical Proposal
Samsung,R1-2401660,CR Co-Submission
TCL,R1-2409477,Discussion and Decision
IIT Kanpur,R1-2408952,Contribution
Ericsson,R1-2405748,Change Request
vivo,R1-2404185,Discussion and Decision
Peter Hedman,S2-2407231,Contact Person
"InterDigital, Inc.",R1-2408730,Technical Proposal
3GPP RAN WG1,R1-2405671,Technical Contribution
Samsung,R1-2409592,Moderator
Sony,R1-2410227,Discussion
CATT,R1-2401847,Moderator
Qualcomm,R1-2401831,Source
"NTT DOCOMO, INC.",R1-2401643,Moderator Summary
Ericsson,R1-2405722,Contributor
Huawei,R1-2400113,Technical Proposal
Nokia,R1-2402074,Technical Proposal
Huawei,R1-2408970,CR Proposer
Google,R1-2402282,Discussion/Proposals
Nokia,R1-2409105,Moderator
Nokia,R1-2410705,Moderator
Keysight Technologies,R1-2406698,Contribution
China Academy of Telecommunications Technology,R1-2406369,Technical Proposal
NEC,R1-2409870,Technical Contribution
Huawei,R1-2407480,Ad-Hoc Chair
RUijie networks,R1-2406595,Discussion/Decision Proposal
