agenda_id,release,doc_id,page_range
9.5.2,Rel-19,R1-2409015,
9.6.3,Rel-19,R1-2405869,
9.4.2.3,Rel-18+,R1-2406656,
9.2.4,Rel-19,R1-2402759,
9.2.1,Rel-19,R1-2404574,
9.5.2,Not specified,R1-2406695,
9.4.1.2,3GPP,R1-2403398,
9.6,3GPP Release 18+,R1-2403775,
9.4.2.1,Rel-19,R1-2404286,
,Rel-18,R1-2406162,
6,Rel-17,R1-2408448,
9.1.3.3,NR air-interface,R1-2403868,
9.8.2,Rel-19,R1-2402257,
9.6.2,Future Release (Post-Rel-18),R1-2406942,
8.2.1,Rel-18,R1-2405677,
9.1.3.1,Rel-15,R1-2402422,
9.5.1,Unknown,R1-2410156,
8.1,Rel-18,R1-2400309,
9.1.4.2,Rel-19,R1-2409784,
9.4.2.4,Release 19,R19 A-IoT,
9.5.2,3GPP Release 18,R1-2402284,
TP#11,Rel-18,R1-2401913,
9.3.3,Release 18,R1-2408784,
5,Rel-18,R1-2402933,
NR_SL_enh2-Core,Rel-18,R1-2407488,
9.12,Rel-19,R1-24xxxxx,
9.2.2,Rel-19,R1-2404020,
9.2.3,Rel-19,R1-2406365,
9.1.3.2,Release 19,R1-2400916,
Synchronization_Source_Change,Release 18,R1-2406952,
9.1.2,Rel-19,R1-2405951,
9.1.2,Rel-19,R1-2409781,
9.6.1,Release 18,R1-2402610,
9.2.1,Rel-19,R1-2410119,
9.4.1.1,Release 19,R1-2409635,
5,Release 18,R1-2403378,
9.4.2.2,Release 18,R1-2401066,
9.2.1,Rel-19,R1-2404714,
9.9.1,Rel-19,R1-2408372,
9.3.3,Rel-18,R1-2400156,
9.3.2,Release 19,R1-2408329,
9.11.2,Rel-19,R1-2410434,
9.6.1,Rel-19,R1-2406379,
9.3.1,Release 18,R1-2410137,
8.1,Rel-18,R1-2402181,
5,R18,R1-2402198,
9.9.1,Rel-18/19,R1-2410543,
NR_FeMIMO,Rel-18,R1-2410814,
9.1.3.2,Release 18,R1-2400847,
9.3.1,Release 18,R1-2400108,
9.9.1,Rel-18/Rel-19,R1-2409696,
9.11.4,Rel-19,R1-2403560,
9.3.3,Release 19,R1-2406239,
NR_MBS-Core,Rel-18,R1-2401929,
9.7.2,3GPP Release unspecified,R1-2409837,
9.10.1,Release 18,R1-2402924,
9.11.2,Rel-18,R1-2400072,
9.1.4.1,Rel-18,R1-2405449,
Agenda 1,Release 18,R4-2403363,
8.1,Release 18,R1-2404160,
9.4.1.1,Release 18,R1-2407643,
9.2.1,,R1-2410219,
9.4.1.1,Release 19,R1-2407705,
9.11.3,NR Phase 3,R1-2409959,
9.10.1,Rel-19,R1-2402258,
7,Rel-16 2-Step RACH,R1-2410607,
9.11.3,Release 19,R1-2407207,
9.4.1.1,Rel-19,R1-2409362,
9.4.2.3,Rel-19,R1-2407035,
9.3.2,Rel-19,R1-2400688,
9.3.1,Rel-19,R1-2404047,
45-1a,Release 18,R1-2404265,
9.2.2,Rel-19,R1-2410549,
9.5.3,Release 19,R1-2407408,
9.8.1,Rel-19,R1-2410299,
9.4.2.4,R19,R1-2400249,
9.7.2,Rel-19,R1-2408316,
9.7.2,Release 19,R1-2407652,
8.10,Release 18,R1-2401609,
9.1.4.1,Release 19,R1-2408952,
9.2.2,Rel-19,R1-2408739,
9.7.2,Release 19,R1-2410333,
9.11.3,Release 19,R1-2403721,
FG41-1-19a,Release 18,R1-2410450,
9.7.2,Release 19,R1-2400448,
TP#6,Rel-18,R1-2401913,
9.5.2,Rel-19,R1-2407911,
9.1.3.3,Rel-19,R1-2402800,
9.11.2,Release 19,R1-2406864,
9.6.1,Rel-19,R1-2409423,
9.5.3,Release 19,R1-2405086,
9.1.4.2,Release 19,R1-2409731,
9.4.2.3,Release 18,R1-2401310,
9.2.2,Rel-19,R1-2403424,
9.4.1.2,Rel-19,R1-2400887,
NR_FeMIMO-Core,Rel-18,R1-2409268,
,Rel-17,R1-2404362,
9.11.3,Rel-19,R1-2406204,
7,Rel-17,R1-2409252,
0584,Rel-18,R1-2405705,
9.3.2,Rel-19,R1-2408504,
8.1,Rel-18,R1-2405731,
9.2.1,Rel-18,R1-2405205,
9.2.4,Rel-19,R1-2408640,
9.7.1,Release 19,R1-2403142,
8,Rel-19,R1-2409340,
9.5.3,Rel-19,R1-2406610,
NR_newRAT-Core,Rel-17,R1-2402411,
9.5.2,Rel-19,R1-2400668,
8.1,Rel-18,R1-2404419,
9.5.3,Rel-19,R1-2400822,
9.3.2,Rel-18,R1-2407731,
NR_pos_enh2-Core,Rel-18,R1-2405288,
8.12.5,Rel-18,R1-2400085,
9.1.3.3,Release-19,R1-2400514,
9.6.3,,R1-2405075,
9.11.2,Release 19,R19 NTN,
9.4.2.2,Rel-19,R1-2403120,
9.1.2.1,Rel-18,R1-2410190,
9.6.1,Rel-19,R1-2406083,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2407782,
9.5.3,Release 19,R1-2405209,
7.1,"Athens, Greece, February 26th – March 1st, 2024",R1-2400700,
9.5.2,Rel-18,R1-2404758,
9.5,Release 19,R1-2409340,
9.10.1,Rel-19,R1-2404335,
8.1,Rel-18,R1-2405846,
9.2.1,Rel-19,R1-2402791,
9.4.2.2,R19,RAN1#119,
9.4.2.1,Rel-19,R1-2409513,
9.11.2,Rel-18,R1-2402121,
9.4.2.3,Rel-19,R1-2402771,
R19 NES,Release 19,RAN1#118bis Schedule,
9.7.2,Rel-19,R1-240xxxx,
9.11.3,Release 19,R1-2409018,
9.2.3,Rel-19,R1-2410055,
9.5.2,Rel-18,R1-2404561,
9.4.1.1,Rel-19,R1-2402881,
9.2.3,Rel-19,R1-2405119,
9.3.3,Rel-18,R1-2410088,
5,Rel-19,R1-2408550,
8.1,3GPP,R1-2410728,
9.4.2.1,Rel-18,R1-2407906,
8.1,Rel-18,R1-2409055,
8.12.5,Rel-18,R1-2401643,
9.1.3.1,Rel-18/Rel-19,R1-2400463,
9.1.4.1,Release 19,R1-2410260,
7,Rel-17,R1-2403363,
9.1.1,Release 18,R1-2404421,
9.11.2,Rel-19,R1-2406004,
9.6.2,Rel-19,R1-2410861,
9.4.1.2,Rel-18,R1-2408939,
9.1.2,Rel-19,R1-2404491,
1,Rel-19,R1-2409340,
9.1.2,Rel-19,R1-2401546,
9.7.1,Rel-18,R1-2408240,
9.1.3.3,May 2024,R1-2404769,
9.12.1,Rel-19,R1-2409655,
9.6.2,Rel-19,R1-2409239,
8.12.5,Rel-18,R1-2301714,
8.3,Rel-18,R1-2403785,
8.4,Rel-18,R1-240xxxx,
9.4.2.3,Rel-19,R1-2402015,
9.1.2,Rel-19,R1-2408385,
9.6.2,Rel-19,R1-2409445,
R1-116,Rel-17,R1-2401287,
7.1,Rel-18,R1-2400946,
9.11.5,Release 19,R1-2410672,
9.11.2,Rel-19,R1-2409615,
5,Rel-19,R1-2410458,
9.4.2.3,Release 19,R1-2404799,
9.4.2.3,Rel-19,R1-2410061,
9.2.2,Rel-19,R1-2410176,
9.11.3,Rel-18,R1-2402345,
9.11.1,Rel-19,R1-2410282,
9.7.2,May 2024,R1-2405003,
9.10.1,Rel-19,R1-2405843,
8.9,Rel-18,R1-2400873,
NR_SL_enh2-Core,Rel-18,R1-2402309,
9.4.1.1,Rel-19,R1-2410639,
9.4.2.1,3GPP Release 18+,R1-2400756,
9.7.1,Rel-19,R1-2400174,
9.2.4,Rel-19,R1-2404815,
9.5.2,Rel-19,R1-2405371,
9.3.1,Rel-19,R1-2402102,
8.5.1,Rel-18,R1-2402776,
9.4.2.2,Rel-19,R1-2405273,
9.4.1.2,Rel-18,R1-2408465,
5,Rel-19,R1-2410328,
9.5.2,Rel-19,R1-2409736,
8.1,Rel-18,R1-2407193,
9.4.2.3,Rel-19,R1-2407647,
9.3.2,Part of 3GPP Release 18/19 discussions,R1-2407159,
9.6.1,Release 19,R1-2407714,
8.2.2,Rel-18,R1-2407018,
9.6.3,Rel-19,R1-2406381,
9.3.2,Rel-19,R1-2406060,
9.10.1,Rel-19,R1-2406862,
9.2.2,Rel-19,R1-2405871,
9.1.2,Release 18,R1-2405350,
9.4.1.1,Rel-19,R1-2407326,
9.1.3.1,Rel-19,R1-2406494,
9.6.2,Rel-19,R1-2409240,
9.2.4,Rel-19,R1-2407756,
5,Rel-18,R1-2403343,
8.12.2,,R1-2400535,
9.1.3.3,Rel-19,R1-2400422,
9.1.3.1,Rel-19,R1-2406391,
7.1,Rel-18,R1-2400520,
9.8.1,Rel-19,R1-2409467,
9.7.1,Rel-19,R1-2403048,
9.2.1,Rel-18,R1-2401243,
9.4.2.4,Rel-19,R1-2401855,
9.5.2,Not specified,R1-2404800,
7,Pre-Rel-18,R1-2403651,
,Rel-18,R1-2407389,
9.2.3,Rel-19,R1-2404552,
9.6.3,Release 19,R1-2410399,
9.2.4,Rel-19,R1-2402531,
9.2.3,Rel-19,R1-2410341,
9.10.1,NR Phase 3,R1-2409526,
9.2.3,Release 18,R1-2404172,
9.9.1,Release 19,R1-2407047,
9.11.4,Rel-18,R1-2406232,
9.1.1,3GPP Release 18,R1-2402730,
9.4.2.3,Release 18,R1-2400365,
9.4.2.1,Not specified,R1-2408308,
8.5,Release 18,R1-2400880,
9.11.4,Rel-19,R1-2410280,
9.11.1,Rel 19,R1-2407816,
9.11.1,Rel-19,R1-2401083,
9.6.1,Release 19,R1-2407040,
9.8,Rel-19,R1-2409340,
9.3.2,Rel-19,R1-2404597,
9.4.2.4,Rel-19,R1-2404965,
9.4.1.1,Rel-19,R1-2400087,
9.6.3,Rel-18/Rel-19,R1-2407585,
9.2.3,Rel-18,R1-2409971,
9.10.1,NR Phase 3 (Rel-19),R1-2410535,
9.2.5.2,Rel-18,R1-2401887,
9.2.2,Rel-19,R1-2400753,
9.1.3.2,Rel-18,R1-2404907,
9.10.1,Rel-19,R1-2405665,
8.1,Rel-18,R1-2410709,
9.8.1,Release 19,R1-2406007,
1,Release 19,RAN1#118bis Schedule,
9.10.1,Rel. 19,R1-2406428,
9.3.2,Rel-19,R1-2403469,
9.4.2.4,Rel-19,R1-2406375,
9.1.1,Rel18,R1-2410216,
9.6.1,Rel-19,R1-2409860,
9.5.2,Rel-19,R1-2408582,
9.7.2,2024,R1-2404039,
9.6.1,Rel-19,R1-2402890,
9.7.2,Rel-18/Rel-19,R1-2407585,
9.1.3.3,Release 19,R1-2403933,
,Rel-18,R3-243969,
0658,Rel-18,R1-2407407,
9.2.4,Rel-19,R1-2410650,
9.1.3.2,Rel-19,R1-2401561,
9.6.3,Rel-19,R1-2401128,
5,"Rel-17, Rel-18",R1-2404243,
9.11.3,Release 18,R1-2401133,
7.1,Rel-18,R1-2401794,
1,Release 18,R2-2401834,
9.4.2.1,Rel-19,R1-2408672,
8.4.4,Rel-18,R1-2405321,
8.1,R18,R1-2405845,
9.4.2.4,Rel-19,R1-2403559,
,Rel-18,R1-2404639,
4.5.3,Rel-18,R1-2408128,
9.1.4.1,Rel-18,R1-2406035,
9.4.2.1,RAN#103,R1-2404028,
9.4.2.2,Release 18,R1-2403966,
9.4.2.3,Rel-19,R1-2408932,
Agreement2,Rel-19,R1-2403650,
8.2.2,Rel-18 NR,R1-2404887,
9.1.3.2,Rel-18,R1-2404684,
9.7,,R1-2405697,
9.4.2.4,3GPP Release 18,R1-2407091,
R1-116,Rel-18,R1-2401894,
1,Rel-18/Rel-19,R1-2407585,
9.4.1.2,Rel-19,R1-2400436,
9.5.2,Rel-19,R1-2401176,
8.1,Rel-18,R1-2401564,
7,Rel-18,R1-2402863,
9.2.2,Rel-19,R1-2400195,
9.5.3,Rel-19 NES,R1-2410076,
9.4.2.1,Release 18,R1-2409552,
9.3.1,Release 18,R1-2405984,
9.1.1,Rel-19,R1-2409741,
9.4.2.1,Rel-19,R1-2402948,
9.4.2.1,Rel-19,R1-2409259,
6.2.1.4,Rel-18,R1-2407840,
9.2.3,Rel-19,R1-2403099,
9.3.2,Rel-19,R1-2409678,
8.8,Rel-18,R1-2400712,
5,Rel-18,R1-2400589,
9.11.2,Rel-19,R1-2401459,
9.11.4,Rel-19,R1-2409408,
9.3.3,Release 18 and 19,R1-2407585,
8.1,3GPP Release 18+,R1-2409036,
9.3.2,Release 18,R1-2404661,
9.6.2,Release 19,R1-2404510,
9.2.3,,R1-2410110,
9.2.4,Rel-18,R1-2406263,
9.5.3,Rel-19,R1-2408367,
9.5.2,Rel-18,R1-2400063,
9.2.1,5G NR Release 18/19,R1-2404550,
7.1,Rel-17,R1-2401666,
9.4.2.3,Release 18+,R1-2404892,
9.10.1,Rel-19,R1-2406899,
8.1,Rel-18,R1-2402021,
8.1.4,Rel-18,R1-2404913,
8.4,Rel-18,R1-2403628,
9.1.2,Rel-19,R1-2400794,
8.1,Rel-18,R1-2410842,
9.2.1,Release 19,R1-2403015,
9.7.2,Rel-19,R1-2406066,
NR_mob_enh2-Core,Rel-18,R1-2408888,
7.2,Rel-17/Rel-18,R1-2401624,
9.11.1,Release 19,R1-2404390,
9.1.3.1,Rel-19,R1-2402265,
NR_duplex_evo,Release 19,R1-2407533,
9.11.2,Release 19,R1-2400972,
9.1.3.3,Release 19,R1-2404055,
9.6.2,Release 18,R1-2407615,
9.2.2,Rel-19,R1-2404668,
8.6,Not specified,R1-2401207,
NR_MBS-Core,Rel-17,R1-2400289,
8.4,Release 18,R1-2403526,
9.4.2.2,Rel-19,R1-2409898,
9.3.2,Rel-18/19,R1-2407676,
9.2.2,Rel-19,R1-2405239,
NR_pos_enh2-Core,Release 18,R1-2402909,
NR_NTN_enh-Core,Rel-18,R1-2403582,
8.11,Rel-18,R1-2401519,
7,Rel-18,R1-2407421,
8.12.6,Rel-18,R1-2400231,
9.11.4,Rel-19,R1-2409309,
8.3,Rel-18,R1-2401638,
8.6,Rel-18,R1-2401076,
9.5.3,Rel-19,R1-2407976,
9.9.1,Rel-19,R1-2409612,
8.3,Rel-18,R1-2401680,
5.1,Rel-17,R1-2407152,
9.11.4,Rel-19,R1-2405842,
5,Rel-18,R1-2410067,
9.6.2,Rel-19,R1-2404297,
9.4.2.3,Rel-18/Rel-19,R1-2410593,
9.4.2.1,Rel-19,R1-2403119,
9.10.1,Release 19,R1-2406065,
9.5.2,Rel-19,R1-2403528,
8.5,Rel-18/19,R1-2400000,
9.8.2,Release 18,R1-2409154,
9.4.1.1,R19,RAN1#119,
9.6.2,Rel-19,R1-2408480,
9.11.2,Rel-19,R1-2408136,
NR_AIML_air-Core,Release 19,R1-2410898,
9.1.4.2,Rel-18/19,RAN1#118bis,
8.1,3GPP,R1-2410852,
9.7.1,3GPP Release 18,R1-2400935,
9.4.2.1,Rel-19,R1-2407862,
9.11.4,Release 19,R1-2404310,
,Rel-19,R1-2409913,
9.1.3.3,Rel-19,R1-2405810,
9.1.4.2,Rel-19,R1-2409628,
FS_NR_AIML_air,Release 19,R1-241xxxx,
9.4.2.3,Rel-19,R1-2408703,
9.3.1,Rel-19,R1-2406059,
9.4.2,Not specified,R1-2401404,
9.2.2,Rel-19,R1-2409970,
9.11.4,Rel-19,R1-2400135,
9.9.1,Rel-19,R1-24103468,
R19 ISAC,Release 19,RAN1#118bis_Schedule,
9.11.3,Release 19,R1-2405648,
9.11.4,Rel-19,R1-2404534,
9.1.3.2,Rel-18/19,R1-2400047,
8.1,3GPP Release 18,R1-2407845,
R1-2401404,Release 19,3GPP TR 38.769 V0.0.1 (2024-02),
8.1,Rel-19,R1-2410896,
9.5.3,Rel-19,R1-2408235,
9.11.1,Rel-19,R1-2405263,
8.8,Rel-18,R1-2400993,
DL_Coverage_Enhancements,Release 19,R1-2406147,
8.12.1,Rel-18,R1-2400103,
9.3.2,Rel-19,R1-2405200,
8.1,Rel-18,R1-2407375,
9.1.3.2,Rel-19,R1-2406308,
9.4.2.1,3GPP,R1-2403069,
9.11.2,Release 19,R1-2409824,
9.7,Rel-19,R1-2410846,
9.2.3,Rel-19,R1-2407775,
5,Rel-19,R1-2405302,
9.6.1,Rel-19,R1-2401023,
9.4.1.2,Rel-19,R1-2404869,
9.9.1,Rel-19,R1-2408090,
9.4.2.1,Rel-19,R1-2400437,
9.1.3.3,Rel-19,R1-2400910,
9.5.2,Rel-18,R1-2401280,
9.1.1,Rel-19,R1-2406054,
9.4.2.2,Rel-19,R1-2403247,
9.2.1,,R1-2400933,
8.4,Rel-18,R1-2402060,
9.1,Rel-19,R1-2403662,
9.4.2.2,,R1-2409187,
Question 16,Rel-18,R1-2410868,
9.2.2,Release 19,R1-2400918,
9.5.3,Rel-19,R1-2408378,
9.9.1,NR Release 18+,R1-2408168,
9.4.2.1,Rel-19,R1-2409535,
9.2.2,Release 19,R1-2402928,
9.3.3,Rel-19,R1-2407030,
9.4.2.2,Rel-19,R1-2401789,
8.1.2.1,Rel-18,R1-2404645,
8.2,Release 18,R1-2403263,
9.4.2.3,Release 19,R1-2403248,
9.5.3,Release 19,R1-2401022,
9.8.1,R19,R1-2408010,
9.1.3.1,Rel-18,R1-2406341,
9.1.3.1,Rel-19,R1-2401477,
9.1.4.1,Rel-18,R1-2405140,
9.5.1,Rel-19 NES,R1-2406226,
9,Rel-18/19,R1-2400000,
9.4.2.1,RAN WG1 #118,R1-2405968,
9.11.4,3GPP,R1-2402346,
9.2.2,Rel-19,R1-2406644,
9.2.2,Rel-19,R1-2403327,
45-1a,Release 18,R1-2404342,
9.7.1,Release 17,R1-2402607,
9.3.2,Release 18,R1-2406685,
9,Rel-18,R1-2401920,
9.2.2,Release 19,R1-2402180,
,Release 18,R4-2403852,
9.5.1,,R1-2402571,
9.4.1.1,3GPP Release 18,R1-2405214,
9.3.1,Rel-19,R1-2404023,
9.8.1,"August 19-23, 2024",R1-2405865,
9.2.4,Release 19,R1-2406031,
9.4.2.3,Release 18,R1-2405080,
9.3.2,Unknown,R1-2402831,
9.7.1,Rel-19,R1-2400616,
9.10.1,Rel-19,R1-2409697,
8.3,Rel-18,R1-2402584,
9.4.2.4,Rel-19,R1-2400614,
9.6.2,Rel-19,R1-2401147,
9.3.1,Rel-19,R1-2406578,
9.3.3,Rel-19,R1-2407355,
9.1.4.1,Rel-19,R1-2408431,
9.2.2,Release 19,R1-2403452,
,Rel-18,R1-2403592,
9.1.3,Rel-19,R1-2401430,
8.4,Rel-18,R1-2403178,
6.1.1.1,Rel-18,R1-2405624,
9.1.3.3,Rel-19,R1-2401366,
9.11.3,Release 19,R1-2408965,
9,Rel-18,R1-2408020,
NR_FeMIMO-Core,Rel-17,R1-2409137,
9.4.2,Not specified,R1-2401795,
9.2.1,5G NR,R1-2406595,
9.1.3.3,Rel-19,R1-2410153,
9.11.1,Rel-19,R1-2410415,
9.3.1,Rel-19,R1-2406598,
9.6.3,Rel-18,R1-2406539,
8.1,Rel-18,R1-2409033,
9.4.1.1,Rel-19,R1-2404500,
AIOT-Req-Clarification,Release 19,R1-2407600,
9.4.2.1,Rel-19,R1-2409942,
9.1.1,Rel-19,R1-2404655,
9.1.3,Release 18,R1-2410537,
9.10.1,Release 18,R1-2400476,
9.5.2,Rel-19,R1-2408414,
9.1.4.2,Rel-19,R1-2407954,
9.1.2,Rel-19,R1-2407020,
9.11.5,Release 19,R1-2409887,
9.1.1,NR AI/ML Air Interface,R1-2402230,
9.4.2.4,Release 19,R1-2402860,
,Rel-15,R1-2400388,
NR_MIMO_evo_DL_UL,Rel-18,R1-2405232,
9.11.3,Release 19,R1-2404309,
9.7.2,Release 18 and 19,R1-2407585,
9.11.1,Release 19,R1-2404307,
8.1,Rel-18,R1-2405451,
9.4.2.1,Release 18,R1-2405989,
9.4.1.2,Release 18,R1-240XXXX,
9.8.1,Rel-19,R1-2406485,
9.5.1,Unknown,RAN1#119-Schedule,
7,Rel-18,R1-2408008,
9.4.2.2,Rel-19,R1-2403042,
5,,R1-2406398,
9.11.5,Rel-18,R1-2407882,
9.11.1,Release 19,R1-2400875,
9.6.1,Release 19,R1-2410925,
9.6,NR,R1-2400640,
9.2.1,Rel-19,R1-2406454,
9.7.2,Release 18,R1-2410660,
9.7.1,Not specified,R1-2406529,
9.11.3,Rel-19,R1-2410669,
7,Pre-Rel18,R1-2405604,
5,Ongoing (2024),R1-2403165,
8.1,Rel-18,R1-2406039,
9.1.1,Rel-18,R1-2408401,
9.7.2,Rel-19,R1-2408883,
9.10.1,Rel-19,R1-2400820,
9.1.4.1,Rel-19,R1-2410021,
9.5.1,Rel-19,R1-2402637,
9.4.2.4,3GPP Release 18+,R1-2401019,
9.8.1,Rel-19,R1-2408895,
9.11.4,Rel-19,R1-2402814,
9.7.1,,R1-2403087,
9.4.2.2,Release 18,R1-2408931,
9.4.2.3,Release 18,R1-2406012,
9.4.2.3,Rel-18,R1-2406842,
2,RAN1#119,RAN1#119_Schedule,
9.1.2,Rel-19,R1-2407849,
FS_AmbientIoT,Rel-19,R1-2407364,
R19 MIMO,Release 19,RAN1#118bis_Schedule,
6.2.1.4.1,Rel-18,R1-2408916,
8.1,Rel-18,R1-2410815,
5,3GPP,R1-2409830,
9.2.3,Rel-19,R1-2407182,
8.12.5,Rel-18,R1-2400676,
9.4.1.1,Rel-18,R1-2402857,
Q1,Rel-17,R1-2408947,
9.7.2,May 2024,R1-2405010,
6,Rel-18/19,RAN1#119 Chair's Notes,
9.2.1,Rel-19,RAN1#119_Schedule,
9.2.4,Rel-19,R1-2402379,
8.4,Rel-18,R1-2403656,
9.6.2,Rel-19,R1-2407665,
9.4.2.4,R19,RAN1#119,
8.1,Rel-18,R1-2409219,
8.2.1,Rel-18,R1-2405412,
9.4.2.3,Release 19,R1-2404220,
7.1,Rel-16,R1-2400682,
9.1.3.2,Release 19,R1-2403336,
7,Rel-18/Rel-19,R1-2409341,
8.2,Rel-18,R1-2400199,
7,Rel-18/19,R1-2407585,
9.4.1.1,Rel-19,R1-2408938,
6.4.1.4.1,Rel-18,R1-2408916,
9.1.1,Rel-19,R1-2409925,
9.4.2.2,Rel-19,R1-2408207,
9.4.2.3,3GPP,R1-2406581,
8.11,Rel-18,R1-2401518,
9.11.2,,R1-2406360,
9.11.1,R19,R1-2410079,
9.3.3,Rel-19,R1-2400055,
9.11.3,Rel-19,R1-2400628,
9.7.2,Rel-19,R1-2400127,
9.10.1,NR Phase 3,R1-2402579,
9.10,Release 19,R1-2407585,
9.5.1,Rel-19,R1-2405811,
Unknown,Rel-18,R1-2407336,
9.4.1.1,Rel-19,R1-2407968,
NR_NTN_enh-Core,18,R1-2403693,
7.2,Rel-17,R1-2400157,
9.3.3,Release 19,R1-2404455,
9.1.3,Rel-19 NR,R1-2409501,
9.11.4,Rel-18,R1-2400347,
9.4.2.1,Rel-19,R1-2406600,
8.1,Rel-18,R1-2407314,
9.4.2.2,Rel-19,R1-2402108,
9.4.2.3,Rel-18,R1-2400955,
9.1.3.3,Rel-19,R1-2406872,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2407844,
9.1.2,Rel-19,R1-2401003,
9.3.2,Rel-19,R1-2406106,
9.7.1,Rel-18/Rel-19,R1-2407585,
9.3.1,Rel-19,R1-2401980,
9.11.1,Release 18,R1-2406965,
9.1.3,Release 18,R1-2410194,
9.2.2,Rel-19,R1-2409851,
7,Pre-Rel-18,R1-2410839,
9.6.1,Rel-18/19,R1-2400811,
8.1,Rel-18,R1-240XXXX,
9.4.1.2,3GPP Release 18,R1-2409758,
5,Rel-18,R1-2405684,
9.2.2,Rel-19,R1-2407144,
9.11.2,Rel-19,R1-2403743,
NR_pos_enh2-Core,Release 18,R1-2410452,
9.2.4,Release 18,R1-2405188,
7.1,NR_newRAT-Core,R1-2400947,
8.4,Release 18,R1-2403084,
9.2.4,Rel-19,R1-2402877,
9.4.2.1,3GPP Release 19,R1-2401568,
8.1,Rel-18,R1-2407846,
9.4.2.2,Release 19,R1-2408920,
8.2.2,Rel-18,R1-2405004,
9.9.1,Rel-19,R1-2405859,
9.6.1,Release 19,R1-2409090,
9,Rel-18,R1-2406911,
9.11.4,Release 19,R1-2410529,
9.5.2,,R1-2407712,
9.11.2,Rel-19,R1-2405926,
9.1,Rel-18/19,R1-2407585,
9.1.2,3GPP Release 19,R1-2404650,
9.10.1,Release 19,R1-2400360,
9.1.3.1,Release 18,R1-2406788,
8.5,Release 18,R1-2400991,
9.4.1.1,Rel-18/19,R1-2408785,
7.2.1,3GPP,R1-9411,
9.1.1,Release 19,R1-2410344,
9.10.1,Rel-19,R1-2400868,
9.6.1,Release 18,R1-2400338,
9.14.2,Rel-19,R1-2409621,
9.7.1,Rel. 19,R1-2401040,
9.9.1,Rel-18/Rel-19,R1-2407585,
9.4.2,Not specified,R1-2406752,
5,Rel-19,R1-2406126,
9.2.3,Rel-19,R1-2400729,
9.2.1,Rel-19,R1-2403068,
9.3.3,Rel-19,R1-2401296,
9.1.3.2,Release 19,R1-2404571,
9.3.1,Rel-19,R1-2410045,
9.3.1,3GPP Release 18,R1-2401273,
9.1.1,Unknown,R1-2408887,
NR_MIMO_evo_DL_UL-Core,Rel-8,R1-2409196,
9.1.3.1,Rel-19,R1-2402232,
9.6.1,Release 19,R1-2402046,
9.11.2,Rel-18,R1-2406230,
NR_pos_enh2,Rel-18,R1-2410462,
9.6.2,Rel-19,R1-2408479,
9.2.1,Rel-19,R1-2409629,
7,Rel-18,R1-2402160,
9.5.1,19,R1-2401291,
9.1.3.3,Rel-19,R1-2407304,
9.6.1,Rel-19,R1-2408236,
9.10.1,Rel-18,R1-2405886,
9.4.2.1,Rel-19,R1-2402244,
9.2.3,NR,R1-2405956,
8.4,Rel-18,R1-2403653,
NR_FeMIMO,Rel-18,R1-2405513,
9.4.2.2,Rel-18,R1-2400059,
8.8,Rel-18,R1-2401590,
9.1.1,Release 18,R1-2408558,
9.4.2.2,3GPP,R1-2405079,
9.1.3,Rel-18,R1-2410259,
9.3.2,Rel-19,RAN1#119_Schedule,
8.1,Release 19,RAN1#118bis Schedule,
9.4.2.3,Rel-19,R1-2400201,
8.1,Rel-18,R1-2406036,
45-1a,Rel-18,R1-2404248,
9.7.1,Rel-19,R1-2409776,
9.2.4,Rel-19,R1-2402686,
9.7.2,Rel-19,R1-2406713,
9.1.1,Rel-19,R1-2409455,
9.1.1,Rel-19,R1-2405284,
9.2.4,Rel-19,R1-2407191,
9.8.1,Rel-18/Rel-19,R1-2407585,
9.7.1,Rel-19,R1-2404435,
9.1.1,Rel-18,R1-2410354,
9.1.3.2,Rel-19,R1-2404548,
9.2.4,Rel-18,R1-2403352,
,Rel-18,R1-2400019,
7,Rel-18,R1-2403764,
8.1,Rel-18,R1-2405458,
7,3GPP,R1-2404227,
9.5.2,Rel-19,R1-2402683,
9.3.1,Release 18,R1-2402165,
9.4.1.1,Rel-19,R1-2401970,
9.4.2.4,2024,R1-2400080,
9.4.1.1,Rel-18,R1-2402242,
7,Rel-18,R1-2407177,
AIOT-Req-Clarification,Release 19,S1-242527,
9.5.2,Rel-18/Rel-19,R1-2403064,
9.10.1,Release 19,R1-2410159,
9.4.1.1,Rel-19,R1-2401443,
9.2.3,,R1-2407814,
9.6.1,Release 19,R1-2403948,
9.12.1,Rel-19,R1-2410408,
9.4.1.1,Rel-19,R1-2408598,
9.4.2.3,3GPP,R1-2406559,
9.4.2.3,Rel-19,R1-2403022,
9.6.1,NR,R1-2400684,
9.3.3,Rel-18,R1-2408595,
9.1.3.1,Rel-19 NR,R1-2405977,
NR_SL_enh2-Core,Rel-18,R1-2402436,
9.11.3,Rel-19,R1-2400751,
9.6.2,Release 18,R1-2400635,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2405522,
8.2.2,Rel-18,R1-2404270,
8.2,Rel-18,R1-2400130,
9.1.4.2,Rel-19,R1-2407618,
9.4.1.2,Release 19,R1-2408733,
9.3.2,Rel-19,R1-2404024,
8.1,3GPP,R1-2404720,
