agenda_id,doc_id,page_range
9.4,R1-2407585,Sections 9.4.1-9.4.2
9.9.1,R1-2409771,Entire document
9.7.1,R1-2402131,
9.11,R1-2406439,
9.2.1,R1-2402376,
9.3.1,R1-2410140,Entire document
9.5.1,R1-2407685,Entire document
9.3.3,R1-2410088,
R1-2401627,R1-2401627,
9.4.2.4,R1-2405855,Entire Document
9.3.3,R19 Duplex,
9.4.2.3,R1-2405804,
9.4.1.1,R1-2406473,
9.1.2,R1-2401003,Entire document
9.6.1,R1-2406193,1-23
9.5.2,R1-2405994,
9.4.2.2,R1-2406373,Entire document
9.1.2,R1-2406015,1-12
9.7.1,R1-2405094,Entire document
9.5.2,R1-2402542,entire document
9.5.1,R1-2410291,
9.5.1,R1-2404121,
9.3.2,R1-2409594,
NR_MIMO_evo_DL_UL-Core,R1-2407150,1-5
9.11.2,R1-2403161,
9.4.1.1,R1-2404888,
45-1,R4-2410303,
null,R1-2405294,Full document
9.2.1,R1-2408738,
8.4,R1-2403475,1-15
NR_FeMIMO-Core,R1-2401689,
9.2.4,R1-2401439,Entire Document
9.3.1,R1-2408898,
8.2.1,R1-2406635,Page 3
9.2.1,R1-2406043,
8.11,R1-2400710,Entire document
,R2-2407832,
9.2.1,R1-2405148,entire document
9.2.3,R1-2403189,
9.3.2,R1-2405153,
9.7.1,R1-2404512,
8.1,R1-2410877,
9.4.2.4,R1-2403863,Entire document
5,R1-2404443,
NR_SL_enh2_Core,R2-2403924,
8.2.2,R1-2406352,
NR_SL_enh2-Core,R1-2402218,
9.11.2,R1-2410406,1-12
9.2.3,R1-2409590,N/A
9.12.1,R1-2409828,Entire document
NR_MIMO_evo_DL_UL-Core,R1-2406912,
9.7,R1-2408097,
9.2.4,R1-2408190,
9.1.1,R1-2402023,
9.3.2,R1-2404498,
9.5.1,R1-2402672,Entire document
9.8.1,R1-2407683,
8.6,R1-2400829,Entire Document
9.8.1,R1-2406393,1-5
9.3.3,R1-2406751,
8.4,R1-2402002,
9.2.1,R1-2403015,
5.2.1.5.1,R1-2406914,
9.11.2,R1-2401030,
9.1.4.1,R1-2405140,
9.4.2.2,R1-2408148,
9.4.1.1,R1-2402184,Entire document
9.5.3,R1-2409151,
3,RAN1#119 Chair's Notes,
9.8.2,R1-2408864,
9.4.1.2,R1-2405043,
9.6.1,R1-2405499,1-28
NR_Mob_enh2,R1-2403685,
NR_redcap_enh-Core,R1-2402413,
9.5.1,R1-2409413,
8.4,R1-2403542,Entire Document
9.3.3,R1-2401635,
NR_NTN_Ph3-Core,R1-2407455,
8.8,R1-2401589,Full document
9.4.2.1,R1-2408250,
9.6.1,R1-2405600,1-24
9.1.3.2,R1-2406720,
9.11.3,R1-2408330,
9.4.2.4,R1-2407630,entire document
9.5.2,R1-2408856,
6.1.1.1,R1-2405722,
9.4.2.2,R1-2404803,
9.1.4.1,R1-2403688,
9.11.4,RAN1#119,
NR_pos_enh2-Core,R1-2406219,
9.1.3.1,R1-2400545,
7.1,R1-2401687,
8.2,R1-2407388,
9.8,R1-2408998,7-7
9.3.3,R1-2405241,Entire Document
22.2,R1-2402217,
9.4.1.2,R1-2402882,1-6
9.3.1,R1-2410385,1-12
9.2.2,R1-2402497,
9.4.2.3,R1-2402771,
9.4.2.1,R1-2403196,Entire document
9.7.2,R1-2401998,
9.4.1.2,R1-2407096,
9.11.3,R1-2406277,
9.6.3,R1-2401236,
9.4.1.1,R1-2401326,
9.4.2.4,R1-2401331,
9.7.2,R1-2402816,
9.5.1,R1-2401212,
9.4.2.1,R1-2401568,
7,R1-2410530,Entire Document
9.5.2,R1-2406478,
FS_AmbientIoT,S2-2407231,
8.2.1,R1-2405613,1-12
9.1.1,R1-2406541,1-14
8.4,R1-2403177,
8.12.6,R1-2401471,
9.4.2.2,R1-2401541,
5,R1-2402933,Entire document
9.4.2.3,R1-2408932,
9.7.2,R1-2410627,Entire document
9.3.1,R1-2406649,
9.4.2.3,R1-2408743,
9.12,R1-2410246,Entire document
9.1.2,R1-2404138,
9.1.4.1,R1-2403349,
9.4.2.4,R1-2402671,
9.6.3,R1-2407301,
9.3.1,R1-2406707,
7.1,R1-2401809,Full document
9.5.1,R1-2404757,
9.5.2,R1-2408818,
8.4,R1-2404765,
9.6.3,R1-2409010,
9.6.1,R1-2405806,
9.1.2,R1-2402919,1-4
9.1.2,R1-2409543,
9.4.2.3,R1-2404030,
9.7.2,R1-2404652,
9.6.2,R1-2404564,
9.11.5,R1-2410672,
9.10.1,R1-2409882,
8.4,R1-2402642,
7,R1-2402162,
9.14.2,R1-2410821,3/226 - 5/226
7,R1-2409341,
8.1,R1-2401672,Entire Document
9.5.3,R1-2409810,
,R1-2401070,
8.5.2,R1-2403435,21/23
4,R1-2409340,
8.2.2,R1-2405571,
8.5.3,R1-2402702,entire document
9.2.1,R1-2405111,
9.5.2,R1-2402943,
9.5.1,R1-2409712,Entire document
9.2.1,R1-2408317,Entire document
9.10.1,R1-2407877,
R1-2401393,R1-2401880,
9.1.3.2,R1-2406356,
9.2.2,R1-2406832,1-12
9.7.2,R1-2409847,1-20
9.4.2.1,R1-2406186,
9.5.1,R1-2404433,
5,R1-2404981,
9.4.1.1,R1-2402011,Entire Document
9.1.1,R1-2410344,
9.5.3,RAN1#118bis-Schedule,
9.6.1,R1-2401335,
NR_MIMO_evo_DL_UL-Core,R1-2407337,
8.5.2,R1-2402007,
9.3.3,R1-2408409,
8.1,R1-2403927,
9.6.1,R1-2405919,1-15
9.2.2,R1-2409371,
9.11.2,R1-2408034,
9.4.2.2,R1-2410027,
NR_UE_pow_sav_enh-Core,R1-2405634,
7,R1-24nnnnn,Entire Document
9.4.2.2,R1-2407818,Entire document
9.6.1,R1-2400093,entire document
9.5.1,RAN1#119-SCHEDULE,Tuesday AM Session
NR_cov_enh-Core,R1-2407577,
9.6.2,R1-2409560,
9.2.1,R1-2408610,
7,R1-2407414,Entire Document
8.2.1,R1-2406980,1-12
NR_MIMO_evo_DL_UL-Core,R1-2407987,
5,R1-2405130,
9.11.3,R1-2403031,
9.3.1,R1-2401440,
8.2.1,R1-2405141,3/226
9.3.2,R1-2403905,1-28/38
9.5.1,R1-2403507,entire
9.4.2.4,R1-2407820,
9.3.1,R1-2409474,
8.1,R1-2401527,
9.9,R1-2406860,
NR_MBS_enh-Core,R1-2407567,
NR_Mob_enh2-Core,R1-2405307,
9.8.1,R1-2407252,Entire Document
9.11.4,R1-2400879,1-5
7.2.1,R1-9411,7.2-7.2.1
NR_feMIMO,R1-2407117,
9.1.2,R1-2408290,1-12
9.4.2.1,R1-2405912,
9.4.2.2,R1-2407089,
9.1.3.2,R1-2404017,
9.9.1,R1-2407047,Entire Document
9.5.3,R1-2402050,
9.11.2,R1-2401847,
9.1.1,R1-2410257,1-21
8.1,R1-2404975,
9.11.3,R1-2405927,
NR_mob_enh2-Core,R1-2405670,
9.7.1,R1-2403916,Entire Document
R1-2400007/R2-2313959,R1-2406993,
9.7.2,R1-2400448,Entire document
9.4.2.4,R1-2407909,
9.4.2.4,R1-2406893,
Agenda_001,R1-2403311,
9.5.3,R1-2409278,Entire document
5,R1-2405186,
7.3.1.1.4,R1-2408629,
9.2.2,R1-2400471,
9.9.1,R1-2407719,
9.4.2.2,R1-2407670,Entire document
9.6.2,R1-2400963,
9.11.4,R1-2410240,
9.1.4.2,R1-2409171,Entire document
9.3.2,R1-2405985,
9.6.1,R1-2410294,1-25
,R1-2408583,
9.11.1,R1-2406885,
9.5.1,R1-2410271,1-6
9.5.3,R1-2402889,
9.2.2,R1-2404108,
9.4.1.2,R1-2404889,1-6
9.8.2,R1-2402614,
7,R1-2410603,Entire document
8.1,R1-2410792,
9.2.1,R1-2403690,Entire document
9.4.2.4,R1-2407710,Entire document
9.3.3,R1-2400302,Entire document
9.4.2.3,R1-2402670,Entire Document
8.1,R1-2401528,
8.1,R1-2409273,Entire document
NR_redcap_enh-Core,R1-2402055,
9.1.4,R1-2408017,
9,R1-2402450,
9.2.2,R1-2400727,Entire document
9.11.4,R1-2405175,
9.3.2,R1-2410058,
R1-2400007,R1-2406993,
9.11.1,R1-2403403,
9.5.3,R1-2404123,entire document
9.1.2,R1-2400317,Entire document
9.6.3,R1-2409906,Entire document
9.3.2,R1-2406562,
9.2.1,R1-2402063,Entire document
9.1.3.2,R1-2400421,
9.3.2,R1-2400607,
8.1,R1-2404237,
9.1.3.3,R1-2404756,
9.11.4,R1-2406205,
9.6.3,R1-2402612,
9.3.2,R1-2410386,
9.1.2,R1-2401544,Entire document
8.1,R1-2406344,
8.11,R1-2401706,Entire document
9.2.1,R1-2406310,1-12
5,R1-2407795,1-5
9.11.2,R1-2409699,
8.1,R1-2404211,
9.11.3,R1-2409616,
9.2.5.2,R1-2401875,
9,R1-2406911,1-3
9.2.2,R1-2407993,
Obj.3,R1-2410078,
9.7.2,R1-2408747,entire document
9.8,R1-24xxxxx,N/A
7.1,R1-2401691,
9.7.1,R1-2409393,entire document
9.11.3,R1-2400479,
9.2.3,R1-2408191,
9.8.2,R1-2402621,
9.11.4,R1-2402917,
9.12.1,R1-2408038,1-5
9.7.1,R1-2403386,
9.6.2,R1-2410274,1-9
9.5.1,R1-2406658,
9.5.2,R1-2403064,
9.1.4.1,R1-2405510,1-2
9.4.1.2,R1-2410091,
9.4.2.3,R1-2402705,
9.8.1,R1-2409724,
9.1.4.1,R1-2407851,entire document
9.6.2,R1-2408218,
9.12.1,R1-2408713,
9.2.4,R1-2406803,Entire Document
9.9.1,R1-2408497,
8.1,R1-2405448,
9.9.1,R1-2407918,
9.5.2,R1-2408677,1-12
9.2.1,R1-2410872,Entire Document
9.11.3,R1-2400403,entire document
9.11.1,R1-2401845,
NR_MBS_enh-Core,R1-2407567,Clause 6.2
8.12.2,R1-2401321,5/226
NR_MBS_enh-Core,38.211 CR,1-5
9.4.1.2,R1-2408646,Entire document
8.1,R1-2403928,1-2
9.11.4,R1-2409701,
45-1,R1-2404342,
9.4.1.2,R1-2409597,
9.4.1.2,R1-240XXXX,1-23
NR_MIMO_evo_DL_UL-Core,R1-2407310,
9.10.1,R1-2409775,
9.10.1,R1-2401315,
9.8.2,R1-2408196,all
9.3.1,R1-2401294,1-8
9.6.2,R1-2409905,
5,R1-2409983,
9.1.2,R1-2408402,
9.4.1.1,R1-2409124,
8.4,R1-2403475,
8.12.2,R1-2401640,
7,R1-2408712,
9.4.2.4,R1-2407468,
8.1,R1-2405446,Entire Document
NR_MIMO_evo_DL_UL-Core,R1-2404717,
9.1.4.2,R1-2408751,
9.2.1,R1-2402718,
5.1.2,CR-Form-v12.2,Section 5.1.2
8.2.2,R1-2404102,
9.6.1,R1-2410036,
9.6.2,R1-2400124,
9.4.2.1,R1-2405242,
9.2.4,R1-2400468,Full Document
9.6,R1-2409340,
9.2.2,R1-2406746,
4,R2-2401834,
9.6.2,R1-2402953,
8.8,R1-2400712,Entire document
9.7.2,R1-2402852,
9.4.1.1,R1-2400361,
9.7.1,R1-2406047,
9.4.2.2,R1-2409865,
9.2.3,R1-2400383,
9.4.1.1,R1-2405987,Entire document
9.2.3,R1-2404688,
9.2.3,R1-2400430,
9.6.2,R1-2404411,
9.8.1,R1-2407045,
9.1.3.3,R1-2407749,
8.1,R1-2405001,
8.5.2,R1-2403433,
8.4,R1-2403659,
9.6.1,R1-2400473,
6.2.1.4.1,R1-2408916,
9.1.3.1,R1-2407991,
9.6.1,R1-2406597,
8.1,R1-2403522,
9.3.3,R1-2402966,
7,R1-2409707,
9.5.2,R1-2403979,Entire document
,R1-2407257,
9.5.3,R1-2408501,Entire document
8.1,R1-2404997,
9.2.3,R1-2404279,
9.6.3,R1-2400571,
9.5.3,R1-2400371,1-12
9.5.2,R1-2405341,Entire document
5.2.2.1,CR-merged-3GPP,
9.3.3,R1-2401229,
5,R1-2402802,
9.2.4,R1-2409380,Entire document
9.4.1.1,R1-2406579,
NR_XR_enh-Core,R1-2401780,
9.1.2,R1-2401056,
9.6.2,R1-2410861,Entire document
5,R1-2404983,
8.1,R1-2406335,
7,R1-2403600,
9.8.1,R1-2409402,
8.2.1,R1-2407198,95-103
9.1.3.2,R1-2406502,
9.3.3,R1-2408278,Entire document
9.10.1,R1-2410159,
8.4,R1-2403221,
8.10,R1-2400532,
9.7.1,R1-2402914,
9.4.2.1,R1-2405820,
7,R1-2409084,
8.1,R1-2407014,
9.6.1,R1-2404509,
5.1.5,R1-2406547,
9.9.1,R1-2408486,Entire Document
9.4.1.1,R1-2402967,
9.11.3,R1-2408300,1-9
9.5.3,R1-2401870,Entire document
9.4.2.2,R1-2410480,1-15
9.4.2.1,R1-2409070,
9.2.1,R1-2403113,Entire Document
7311,CR-0599,1-9
NR_pos_enh2-Core,R1-2407236,
Obj.1,R1-2410039,
9.6.1,R1-2406941,
9.4.2.2,R1-2409419,
8.1,R1-2406622,N/A
9.7.2,R1-2401027,
9.6.1,R1-2403751,Entire document
9.4.2.3,R1-2410593,
9.4.2.1,R1-2400363,
9.1.3.1,R1-2400395,
9.4,R1-2409223,
9.8.2,R1-2404544,
9.6.1,R1-2408679,1-25
9.7.1,R1-2407585,
9.5.3,R1-2403137,
5,R1-2403326,Entire document
5,R1-2401341,
9.6.2,R1-2409241,
9.6.1,R1-2405519,Entire document
9.2.1,R1-2409212,
9.1.4.1,R1-2405627,
8.2,R1-2403465,1-22
Synchronization_Source_Change,R1-2406952,
9.1.4.1,R1-2408587,
9.5.2,R1-2404561,
9.2.2,R1-2400939,Full document
9.1.2,R1-2404385,
9.1.1,R1-2406637,
9.4.1.1,R1-2404793,
Unknown,R1-2408973,
9.5.2,R1-2410679,
9.11.4,R1-2406866,
9.11.3,R1-2400134,
8.9,R1-2401790,all
7,R1-2407522,
NR_MBS_enh-Core,R1-2406116,
5,R1-2400980,
9.2.2,R1-2401574,
9.2.2,R1-2407184,1-66
9.7.1,R1-2401340,
NR_NTN_enh-Core,R1-2409277,
9.7.2,R1-2403143,Entire Document
9.5.1,R1-2403308,
9.3.1,R1-2409998,1-14
45-1a,R1-2404342,1-2
7.2,R1-2401757,
9.1.4.1,R1-2409198,1-3
9.2.3,R1-2409794,
9.8.1,R1-2407254,1-30
9.1.2,R1-2402231,1-16
9.4.2.2,R1-2409553,Full document
9.4.2.2,R1-2404219,
7.3.1.3.4,R1-2401660,
9.12.1,R1-2408805,
9.2.2,R1-2404107,
9.11.3,R1-2405840,Entire document
9.5.3,R1-2400601,
9.7.1,R1-2404632,
9.10.1,R1-2406428,
9.4.2.4,R1-2409238,Entire document
9.1.3,R1-2410673,N/A
9.11.2,R1-24XXXXX,Full Document
9.1.4.1,R1-2404840,
9.2.1,R1-2400938,Entire document
10.3,R1-2401396,Clauses 10.3
9.4.1.1,R1-2409362,
9.4.2.4,R1-2406189,
RAN2 #124 Agreement 6,R1-2402717,
9.4.2.3,R1-2406656,
9.10.1,R1-2408603,
,R1-2401888,
9.2.4,R1-2403132,
9.2.4,R1-2402070,
9.9.1,R1-2406458,Entire document
16.2.3,R1-2402437,
9.11.4,R1-2402774,1-4
9.2.2,R1-2403130,
5G_V2X_NRSL-Core,R1-2408516,
9.11.3,R1-2405648,Entire document
9.1.2,R1-2407951,Entire document
9.11.2,R1-2409528,9/11
9.7.1,R1-2408761,all
9.2.1,R1-2400726,
9.3.3,R1-2408595,Entire document
9.1.3.1,R1-2406992,
9.12.1,R1-2409532,
9.2.3,R1-2403851,Entire Document
9.7.2,R1-2403995,
9.5.1,R1-2403765,
9.11.2,R1-2403004,
5.2.2.5,R1-2401859,
6.2.1.4.1,R1-2403971,
9.5.2,R1-2407216,1-25
9.4.2.4,R1-2403957,
AI 6,RAN1#118bis-Schedule,
9.1.3.2,R1-2406396,
9.4.2.3,R1-2407035,
9.12.1,R1-2410066,
8.2.1,R1-2403918,
9.5.3,R1-2408950,
,07097,
9.1.5,R1-2408449,
9.3.3,R1-2410047,
9.3.3,R1-2410266,
9.11.5,R1-2410083,Entire document
,R1-2405539,
9.4.1.2,R1-2404027,
9.11.3,R1-2409020,Entire document
9.4.1.1,R1-2407667,Sections 1–6
9.5.2,R1-2404184,entire document
8.1,R1-2405687,1-7
5.1.5,R1-2401089,
8.12.5,R1-2400716,
8.1,R1-2400406,Entire document
8.1,R1-2410791,Entire document
9.1.1,R1-2404444,1-10
9.1.3.3,R1-2407302,
9.10.1,R1-2407919,
NR_SL_enh2-Core,R1-2402347,
8.2,R1-2405567,3/226-5/226
9.11.2,R1-2409720,Entire Document
9.3.1,R1-2408642,
NR_SL_enh-Core,R1-2409325,
9.2.4,R1-2401047,
9.10.1,R1-2402901,1/6
9.7.1,R1-2406009,
9.4.2.1,R1-2407248,1-20
9.3.2,R1-2400242,
9.5.1,R1-2402819,
NR_Mob_enh2,R1-2402989,
9.5.3,R1-2410230,
NR_NTN_enh-Core,R1-2403581,
9.6.3,R1-2405053,
9.11.1,R1-2402286,
NR_pos_enh2-Core,R1-2403539,
9.1.1,R1-2401136,
9.3.2,R1-2407029,
9.7.1,R1-2406905,Entire Document
9.6.2,R1-2409814,
9.4.2.3,R1-2401857,Entire document
9.4.2.4,R1-2407313,1-46
9.4.2.2,R1-2408920,Entire document
8.1,R1-2403928,
9.5.3,R1-2400822,
9.4.2.2,R1-2404180,
8.1,R1-2409052,Full document
9.2.2,RAN1_Meeting_Notes,
8.1,R1-2405731,
NR_mob_enh2-Core,R1-2407447,
9.1.1,R1-2406254,entire document
9.7.1,R1-2408904,
9.2.2,R1-2403555,Entire document
9.8.2,R1-2404437,
9.3.2,R1-2402533,entire document
9.5.1,R1-2403024,Entire Document
9.3.3,R1-2400055,
38.213 CR 0609,R1-2401907,1-5
9.2.1,R1-2404739,Entire document
9.5.2,R1-2401086,
9.6.3,R1-2402116,
5,R1-2403163,
9.11.1,R1-2406754,
9.1.1,R1-2403041,
TP3,R1-2404235,Section 7.3.1.1.4
,R1-2410070,
9.1.4.1,R1-2408437,
9.5.3,R1-2402674,1-16
9.11.3,R1-2404325,
NR_MBS-Core,R1-2401929,
9.11.4,R1-2404044,
9.1.1,R1-2409749,1-10
9.4.2.2,R1-2410560,N/A
9.7.2,R1-2403372,
9.2.3,R1-2402084,
7,R1-2407210,Entire Document
9.4.2.2,R1-2409802,
9.11.3,R1-2404439,
9.1.3.1,R1-2400694,
9.11.1,R1-2406003,1-6
8.1,R1-2404791,1-38
NR_pos_enh2-Core,R1-2402746,
9.1.1,R1-2403006,
NR_Mob_enh2-Core,R1-2402822,
9.2.1,R1-2402529,
9.5.2,R1-2406508,
9.3.2,R1-2405376,1-31
9.1.3.2,R1-2406829,
9.1.1,R1-2401267,
9.7.1,R1-2406792,Entire document
8.1,R1-2409050,
9.8.1,R1-2405169,Entire document
8.1,R1-2401488,
9.5.1,R1-2410062,
9.5.3,R1-2406097,1-5
9.4.1.1,R1-2410513,N/A
9.1.4.1,R1-2409288,
9.6.3,R1-2405592,
9.5.1,R1-2402637,
6.2.1.4.2,R1-2409293,
9.4.1.1,R1-2409680,
9.4.2.4,R1-2402886,
9.1.3.1,R1-2402871,
8.12.5,R1-2400416,Entire document
7,R1-2403744,Full document
8.12.4,R1-2400137,
9.2.4,R1-2402561,1-6
9.6.2,R1-2410511,
5.1,R1-2408982,
9.6.2,R1-2405997,
NR_Mob_enh2-Core,38.213 CR 0633,1-3
9.6.3,R1-2406482,
7,R1-2405605,
,R1-2407828,
9.4.1.1,R1-2406286,
9.11.2,R1-2410808,
9.3.1,R1-2404112,
9.7.2,R1-2402897,
9.6.2,R1-2406519,
,CR0498,
9.5.2,R1-2400493,
9.11.3,R1-2401543,1-24
9.4.2.1,R1-2404870,1-9
9.1,R1-2403662,
4.5.3,R1-2403174,Section 4.5.3
9.11.4,R1-2400347,all
9.1.4.1,R1-2406149,
5.2.2.5.1,R1-2404083,
NR_MIMO_evo_DL_UL-Core,R1-2407000,
7,R1-2408010,
21,R1-2402986,
9.11.2,R1-2410434,
9.1.1,R1-2404737,
9.6.3,R1-2406883,
9.7,R1-2400575,
9.1.4.1,R1-2409671,
8.2.1,R1-2405028,1-10
9.4.2.4,R1-2404960,1/4
9.8.1,R1-2408863,
9.11.3,R1-2401301,1-5
9.11,R1-2409564,entire document
9.2.4,R1-2404242,
10.X,R1-2401715,
RAN4-SSB-Adaptation,R4-2416911,
9.6.1,R1-2404296,
NR_pos_enh2-Core,R1-2410617,
9.1.4.1,R1-2408547,Entire Document
9.3.3,R1-2406686,
9.7.1,R1-2404723,
9.5.3,R1-2409558,
9.2.1,R1-2400623,1-6
9.1.2,R1-2401082,Entire document
9.6.3,R1-2401148,
9.4.2.3,R1-2409554,Entire Document
9.4.2.1,R1-2410701,1-16
9.2.2,R1-2409851,
9.2.1,R1-2408348,
9.3.2,R1-2404024,
NR_MBS_enh-Core,R1-2403810,Clause 5.1.2.1.1
9.3.1,R1-2405422,Full Document
9.2.2,R1-2408843,1-6
9.5.1,R1-2400806,1-7
9.1.2,R1-2402554,Entire document
9.11.3,R1-2405174,
9.4.2.1,R1-2410026,Entire Document
5,R1-2405131,1/13
5,R1-2402291,
9.4.2.1,R1-2408941,
9.4.2.1,R1-2406654,
9.1.3.3,R1-2405503,1-28
9.2.2,R1-2400429,
7,R1-2407425,
9.2.3,R1-2405956,
9.11.5,R1-2408078,
8.1.4A,R1-2400449,
9.1.4.2,R1-2410105,Entire Document
9.5.2,R1-2405202,
9.2.2,R1-2407308,
9.6.3,R1-2408860,1-14
9.2.2,R1-2404495,1-6
9.2.3,R1-2404814,Entire document
9.4.1.1,R1-2404939,1-18
9.6.1,R1-24,
9.11.1,R1-2400499,
7,R1-2407551,
9.3.3,R1-2408784,-
9.4.2.4,R1-2405245,
9.4.1.2,R1-2409068,
7,R1-2405579,
9.2.1,R1-2406576,
8.5.1,R1-2402867,
9.2.4,R1-2404022,
9.11.3,R1-2403422,Entire document
9.4.2.2,R1-2406879,
8.2.2,R1-2406636,
9.1.2,R1-2407166,
9.5.2,R1-2408502,
9.3.2,R1-2400877,
9.3.3,R1-2400559,1-13
9.4.2.1,R1-2405157,Sections 2.1-3.7
8.2.1,R1-2404841,1/10 - 9/10
9.2.4,RAN1#119-Schedule,
8.6,R1-2400593,
9.8.2,R1-2408660,Entire document
7,R1-2405524,Entire document
38.214 CR 0650,R1-2410864,4/6
9.1.3.2,R1-2401242,Entire document
9.4.2.2,R1-2400799,
9.3.2,R1-2409964,
9.1.2.1,R1-2401771,
9.2.4,R1-2407729,
9.2.2,R1-2403476,
5,R1-2408427,
8.1,R1-2407986,
9.5.2,R1-2407975,
9.9.1,R1-2408508,
9.3.1,R1-2408461,
9.7.1,R1-2403994,
9.11.4,R1-2408243,
R1-2403218,R1-2403218,- 11/12 -
9.2.1,R1-2400933,
9.4.1.1,R1-240xxxx,
9.2.4,R1-2404496,
Agenda_9.1.4.1,R1-2404663,
9.1.4.1,R1-2409627,Entire Document
8.2.1,R1-2407199,
8.2,R1-2403612,
9.2.1,R1-2408230,
8.2,R1-2401417,1-9
9.4.2.2,R1-2400438,
NR_FeMIMO-Core,R1-2401882,
R19 7-24 GHz,RAN1#118bis Schedule,
9.2.2,R1-2402377,Entire Document
9.1.3.1,R1-2401586,Entire Document
RAN1#119-9.1.4.1,R1-2410622,1-3
5,R1-2404842,
9.13,R1-2409296,
9.6.1,R1-2402392,
9.11.4,R1-2409848,Entire document
9.6.3,R1-2409862,
9.4.2.2,R1-2405381,Entire document
CR 0623 rev,R1-2407535,
9.1.1,R1-2406541,
9.2.3,R1-2408768,1-8
9.1.3.3,R1-2404881,
9.5.1,R1-2404858,
7.2,R1-2401617,
CR 0596,R1-2405771,1-15
9.2.1,R1-2410171,
9.1.4.1,R1-2410201,
NR_NTN_Ph3-Core,R2-2405767,
9.4.2.2,R1-2405079,
9.4.2.2,R1-2406092,
9.1.1,R1-2410029,
,R1-2406461,
9.6.2,R1-2406481,Entire Document
9.1.1,R1-2400171,
9.4.2.3,R1-2406374,1-6
9.8.2,R1-2406518,
9.1.4.2,R1-2408335,Full Document
9.5.2,R1-2404294,
5,R1-2404443,1-9/11
9.9.1,R1-2408353,
9.1.1,R1-2402918,
,CR-Form-v12.3,
8.5.2,R1-2403436,
9.1.2,R1-2405235,
9.4.1.2,R1-2410208,Entire document
9.13,R1-2409990,1-4
9.4.2.3,R1-2410028,Entire Document
9.10.1,R1-2409822,
9.11.2,R1-2404133,1-3
9.3.2,R1-2404175,
9.3.2,R1-2401981,Entire document
9.1.3.1,R1-2406417,Entire document
8.12.1,R1-2400534,
9.4.1.2,R1-2410025,Entire Document
9.2.1,R1-2410427,
9.2.2,R1-2406577,
9.2.1,R1-2406027,1-7
8.2.4.2,R1-2406343,
9.11.4,R1-2408425,
9.8.2,R1-2404192,1-24
9.6.3,R1-2402195,
9.5.1,R1-2402190,
9.1.2.1,R1-2401886,
9.4.2.1,R1-2400777,
9.1.3.3,R1-2406496,
9.4.2.3,R1-2401067,
9.4.2.4,RAN1#119,
9.4.2.1,R1-2404959,1-4
8.2,R1-2401506,Entire document
9,R1-2404946,
8.1,R1-2405001,Entire document
8.2,R1-2403548,Entire document
9.1.2,R1-2409480,
9.1.3.3,R1-2404018,
9.2.3,R1-2404338,1-2
9.1.2,R1-2401492,1-12
8.1,R1-2410625,
9.1.1,R1-2407874,1-18
9.2.1,R1-2402684,
9.1.3.1,R1-2406070,
9.11.4,R1-2407724,1-9
9.1.4.2,R1-2408561,
5,R1-2403324,1-4
9.3.3,R1-2402241,
9.11.2,R1-2403212,Entire Document
9.4.2.2,R1-2403038,
,R1-2401716,
8.6,R1-2400809,
5,R1-2403342,
8.1,R1-2400704,
9.1.4.1,R1-2410104,
9.5.1,R1-2400492,
9.11.4,R1-2410763,1-53
9.2.2,R1-2401437,
9.5.1,R1-2406409,
9.7.2,R1-2408524,
9.6.2,R1-2410556,Entire document
9.4.1.2,R1-2400856,all
8.1,R1-2406344,Clause 8.1
9.4.2.2,R1-2408113,1-2
9.1.1,R1-2405143,
9.11.3,R1-2404134,
9.2.3,R1-2405037,2-9
9.8,R1-2405698,
8.2,R1-2400218,Entire document
AI 7,R1-2408011,
9.9.1,R1-2405859,
9.3.1,RAN1#118bis-Schedule,Monday 08:30-10:30
9.1.3,R1-2409144,entire document
8.1,R1-2405366,
5,R1-2402697,
9.10.1,R1-2400748,1-3
9.4.2.4,R1-2402388,Entire document
9.5.3,R1-2410076,
9.9.1,R1-2406432,
9.4.2.1,R1-2401119,Sections 1-6
9.9.1,R1-2408865,2
9.1.4.1,R1-2408106,
8.10,R1-2401535,
9.1.3.3,R1-2407992,Entire document
NR_SL_enh2-Core,R1-2405394,Clause 16.2.3
NR_Mob_enh2-Core,R1-2405306,1-3
9.9.1,R1-2406525,
8.9,R1-2401497,
9.6.1,R1-2410419,
9.4.1.1,R1-2400244,
NR_MBS_enh-Core,R1-2401885,
9.11.4,R1-2406427,1-6
9.1.4.2,R1-2407852,
,S2-2403733,
NR_MIMO_evo_DL_UL-Core,R1-2407789,
,R1-2408981,
RAN4_UE_Cap_Framework,R2-2407463,1-2
9.11,R1-2409439,1-7
9.9.1,R1-2409696,Entire document
9.1.1,R1-2410216,
NR_newRAT-Core,CR 0676 rev,
5.1.5,38.214,
9.4.2.2,R1-2400332,1-16
8.12.5,R1-2400974,Entire document
Opening,R1-2407585,Day 1
9.6.1,R1-2409444,1-23
9.8.1,R1-2408244,
8.3,R1-2401247,Entire Document
9.2.2,R1-2410751,
9.3.3,R1-2409490,Entire document
9.6.3,R1-2410859,Entire Document
9.2.1,R1-2406700,
9.5.2,R1-2401661,
9.4.1.1,R1-2401735,
9.1.3.3,R1-2403492,1-29
8.10,R1-2401846,1-14
,R1-2408152,
9.1.4.1,R1-2406035,
8.4,R1-2403451,1-16
9.2.1,R1-2406722,Entire Document
