contributor_name,doc_id,contribution_type
Huawei,R1-2409429,Discussion and Decision
Ericsson,R1-2409369,Proposed change
Samsung,R1-2410751,Moderator
LG Electronics,R1-2409109,Moderator
Huawei,R1-2404291,Technical Proposal
MediaTek Inc,R1-2405628,Moderator
"NTT DOCOMO, INC.",R1-2401822,Moderator
"NTT DOCOMO, INC",R1-2401741,CR Proposal
Ericsson,R1-2403459,Moderator
Qualcomm,R1-2407254,SMa Scenario Proposal
"NTT DOCOMO, INC.",R1-2403249,Contribution
Seonwook Kim,R1-2407438,Contact Person
Apple,R1-2406817,Source
MediaTek Inc.,R1-2401297,Technical Proposal
Xiaomi,R1-2404601,Technical Contribution
Intel,R1-2403970,Change Request Proposal
CATT,R1-2405634,Source
MediaTek Inc.,R1-2405890,Contribution
MediaTek Inc.,R1-2409167,Moderator Summary
MediaTek Inc.,R1-2405085,Discussion and decision
vivo,R1-2409294,Source
Spreadtrum Communications,R1-2407720,Discussion and decision
HiSilicon,R1-2403953,Source
Intel Corporation,R1-2403979,Technical Proposal
MediaTek,R1-2410680,Moderator
HiSilicon,R1-2408183,Source
MediaTek,R1-2410902,Moderator
ZTE Corporation,R1-2407410,Contributor
Samsung,R1-2406618,Discussion and Decision
Samsung,R1-2409606,Discussion and decision
Huawei,R1-2404292,Technical Input
ZTE corporation,R1-2402702,Contribution
MediaTek Inc.,R1-2401303,Source
Ericsson,R1-2400977,Technical Analysis
"InterDigital, Inc.",R1-2408189,Technical Proposal
Panasonic,R1-2406674,Discussion Document
"IIT KANPUR, Indian Institute of Technology Madras (IITM)",R1-2405290,Technical Analysis and Proposals
New H3C,R1-2402168,Technical Proposal
vivo,R1-2402218,Clarification proposal
OPPO,R1-2401490,Moderator Summary
Ericsson,R1-2408892,Technical Proposal
Toyota ITC,R1-2404911,Change Request
Spreadtrum Communications,R1-2402103,Source
OPPO,R1-2406232,Technical Analysis
IIT Kanpur,R1-2408922,Author
LG Electronics,R1-2401248,Discussion and Decision
Hiroki Harada,R1-2401715,Author
Xiaomi,R1-2403518,Text Proposal Input
Futurewei,R1-2410035,Discussion and decision
SK Telecom,R1-2400842,Source
Marco Maso,R1-2401626,Contact person
Fujitsu,R1-2407452,Moderator
CMCC,R1-2408641,Source
Tejas Networks,R1-2406066,"Discussion, Decision"
MediaTek Inc.,R1-2406777,Technical Contribution
"NTT DOCOMO, INC.",R1-2410399,Discussion and decision
RUijie networks,R1-2408383,Discussion and decision
"Nokia, Nokia Shanghai Bell",R1-2403082,Technical Contribution
HiSilicon,R1-2406991,Change Request
xiaomi,R1-2404623,Discussion and Decision
OPPO,R1-2402331,Technical Proposal
CMCC,R1-2402549,Change Request
Nokia,R1-2402077,Discussion and Decision
Continental Automotive,R1-2408885,Technical Proposal
NTT DOCOMO,R1-2410867,Supporting Comment
InterDigital,R2-2403996,Liaison Statement
Ericsson,R1-2402803,Contribution
NEC,R1-2406697,Discussion and Decision
Ericsson,R1-2407098,Technical Contribution
Samsung,R1-2404101,Technical Proposal
Ericsson,R1-2405285,Discussion
Ericsson,R1-2403098,Discussion/Decision
ZTE,R1-2410769,Moderator
Ericsson,R1-2405553,Rapporteur
"Nokia, Nokia Shanghai Bell",R1-2402409,Discussion and Decision
Qualcomm Incorporated,R1-2407035,Technical Contribution
AT&T,R1-2408759,Discussion
CATT,R1-2409978,Discussion and Decision
Nokia,R1-2403886,Technical Analysis and Proposals
Apple Inc.,R1-2409829,Technical Contribution
Lenovo,R1-2410252,Contribution
OPPO,R1-2410101,Discussion
Fujitsu,R1-2410130,Discussion
CATT,R1-2406381,Contribution
Sony,R1-2408417,Technical contribution
Fraunhofer HHI,R1-2404003,System Design
Huawei,R1-2402026,Technical Analysis
LG Electronics,R1-2410295,Discussion and decision
vivo,R1-2407852,Discussion/Decision
Ericsson,R1-2409096,Moderator Summary
Nokia,R1-2405267,Moderator
MediaTek Inc.,R1-2405094,Discussion Document
"Indian Institute of Technology Madras (IITM), IIT Kanpur",R1-2401155,Simulation Analysis and Technical Proposal
"NTT DOCOMO, INC.",R1-2405041,Discussion Document
Samsung,R1-2401741,CR Proposal
LG Electronics,R1-2403125,Discussion and Decision
TCL,R1-2401977,Discussion
Huawei,R1-2401567,Moderator/Feature Lead
CAICT,R1-2400898,Source
TCL,R1-2407940,Discussion
ZTE,R1-2405467,Moderator Summary
Huawei,R1-2406980,Discussion and Decision
HiSilicon,R1-2407679,Source
CATT,R1-2407428,Source to WG
Baicells,R1-2410414,Contribution
TCL,R1-2402268,Technical Proposal
New H3C,R1-2405832,Technical Proposal
China Telecom,R1-2401553,Discussion
Spreadtrum,R1-2409628,Discussion and decision
ZTE,R1-2405653,Moderator Summary
LG Electronics,R1-2403484,Moderator
New H3C,R1-2403874,Technical Proposal
Lenovo,R1-2403077,Source
HiSilicon,R1-2403938,Simulation Results
Johannes Hejselbaek,R4-2321960,Contact Person
Nokia Shanghai Bell,R1-2400183,Technical Proposal
Apple,R1-2406849,Discussion/Decision
Xiaomi,R1-2400547,Discussion
Spreadtrum Communications,R1-2401788,Moderator
Ericsson,R1-2407636,Contribution
HiSilicon,R1-2401374,Source
ZTE,R1-2405546,Moderator
"InterDigital, Inc.",R1-2402844,Discussion and Decision
Fujitsu,R1-2408357,Moderator Summary
Sanechips,R1-2406411,Technical analysis and proposals
Qualcomm Incorporated,R1-2405164,Discussion and Decision
CMCC,R1-2404230,Source
Nokia,R1-2400083,Technical Proposal
Indian Institute of Technology Madras,R1-2401158,Technical Proposal
IIT Kanpur,R1-2407128,Source
ASUSTeK,R1-2405203,CR Proposal
Langbo,R1-2400680,Source
CATT,R1-2401486,Moderator
Ericsson,R1-2407263,Moderator Summary
AT&T,R1-2401365,Moderator
Huawei,R1-2401888,Change Request
Ericsson,R1-2408902,Change Request
LG Electronics,R1-2401507,Moderator
Ericsson,R1-2409324,Change Request
Huawei,R1-2403678,Feature Lead Summary
Sharp,38.214 CR,Change Request
CATT,R1-2410822,Moderator
Intel Corporation,R1-2403443,Moderator Summary
HiSilicon,R1-2410797,Contributor
Meta,R1-2408749,Technical Contribution
ZTE Corporation,R1-2408070,Technical Analysis
CEWiT,R1-2405247,Technical Analysis
Apple Inc.,R1-2406841,Technical proposals for Ambient IoT physical layer
Lenovo,R1-2410253,Discussion and Decision
Samsung,R1-2400733,Discussion
CICTCI,R1-2404372,Source
Transsion Holdings,R1-2402690,Discussion & Decision
Lenovo,R1-2406812,Discussion Proposal
vivo,R1-2404168,Technical Contribution
Ericsson,R1-2403761,Co-author
Huawei,R1-2400126,Source
vivo,R1-2400261,Technical Analysis and Proposals
Ericsson,R1-2408820,Source
CMCC,R1-2408263,Source
Ericsson,07097,CR Source
"Nokia, Nokia Shanghai Bell",R1-2402636,Change Proposal
OPPO,R1-2402329,Discussion and Decision
KT Corp.,R1-2410345,Source
Sanechips,R1-2404564,Technical Contribution
TCL,R1-2407629,Technical Contribution
TCL,R1-2406900,Discussion and Proposal
Samsung,R1-2410829,Discussion Participant
OPPO,R1-24101212,Technical Proposal
NTT DOCOMO,R1-24010663,Session Notes
"NTT DOCOMO, INC.",R1-2406933,Discussion and Proposal
CEWiT,R1-2408931,Contribution
Ericsson,R1-2407803,Technical Analysis
Ericsson,R1-2406905,Technical Contribution
CATT,R1-2409295,Moderator
CATT,R1-2403744,Moderator
Huawei,R1-2407535,Contributor
CMCC,R1-2409505,Discussion & Decision
Spreadtrum,R1-2400041,CR Proposal
China Telecom,R1-2404429,Technical Proposal
vivo,R1-2402488,Discussion and Decision
MediaTek Inc.,R1-2405079,Contribution document
Ericsson,R1-240xxxx,Comment
ZTE,R1-2405444,Moderator/Source
Huawei,R1-2409393,Technical Proposal
China Telecom,R1-2400657,Discussion
vivo,R1-2409680,Technical Contribution
Samsung,R1-2402412,Reply LS
"NTT DOCOMO, INC.",R1-2410404,Source
Apple Inc.,R1-2402873,Discussion/Decision
Lekha Wireless Solutions,R1-2409976,Technical Proposal
Kevin Wanuga,R1-2405586,Contact Person
Qualcomm Incorporated,R1-2403211,Discussion/Decision
MediaTek,R1-2401542,Moderator Summary
Samsung,R1-2401887,CR Proposal
Toyota ITC,R1-2406792,Source
MediaTek Inc.,R1-2409454,Discussion
Xiaoran ZHANG,R4-2403636,Contact Person
Huawei,R1-2403761,Moderator
Hanbat National University,R1-2408241,Co-contributor
ZTE Corporation,R1-2409482,Technical Analysis
HiSilicon,R1-2407669,Technical Contribution
OPPO,R1-2406233,Discussion and Decision
CICTCI,R1-2400760,Source
Sanechips,R1-2409377,Technical Analysis
Huawei,R1-2402016,Contribution
Apple Inc.,R1-2409818,Technical Contribution
Hyundai Motor Company,R1-2406571,Contribution
CMCC,R1-24xxxxx,Session Notes
Spreadtrum Communications,R1-2405899,Proposals and analysis
Qualcomm Incorporated,R1-2410477,Technical Contribution
Ericsson,R1-2406906,Discussion/Decision
Futurewei,R1-2403865,Discussion
Sanechips,R1-2404563,System evaluation
Google,R1-2404684,Discussion/Decision
"InterDigital, Inc.",R1-2406498,Discussion
ZTE Corporation,R1-2408517,Correction on DMRS port description
vivo,R1-2406191,Technical Analysis
Ericsson,R1-2409294,Source
Ericsson,R1-2405635,Source
Ericsson,R1-2407409,Moderator Summary
LG Electronics,R1-2403115,Technical Proposal
LG Electronics,R1-2403574,Moderator Summary
China Telecom,R1-2400666,Discussion
CATT,R1-2404361,Technical Proposal
Huawei,R1-2403484,Performance analysis contributor
Samsung,R1-2404114,Discussion
Nokia,R1-2403582,CR Source
Futurewei,R1-2405803,Discussion/Decision
HONOR,R1-2406583,Discussion input
Qualcomm Incorporated,R1-2410660,Source
Apple,R1-2407558,Moderator
Huawei,R1-2403929,Source
ZTE,R1-2403718,Moderator
Ericsson,R1-2407642,Contribution
ETRI,R1-2408572,Contribution
Futurewei,R1-2403870,Technical proposal
Xiaomi,R1-2406293,Discussion
Huawei,R4-2321998,LS Reply
Ericsson,R1-2401566,Feedback on draft CR
Ericsson,R1-2407148,Technical Correction
NEC,R1-2400457,Technical Proposal
vivo,R1-2410865,Moderator
Ericsson,R1-2404418,Technical Analysis
CMCC,R1-2406003,Source
RUijie networks,R1-2403070,Discussion and decision
Ericsson,R1-2401624,Moderator
ZTE,R1-2404212,Technical Analysis
"NTT DOCOMO, INC.",R1-2409037,Discussion and Proposals
ZTE,R1-2404564,Technical Contribution
Fujitsu,R1-2403684,Moderator
Apple,R1-2402861,Contribution
Apple,R1-2401015,Technical Analysis
NEC,R1-2402933,Discussion and Decision Proposal
Qualcomm Incorporated,R1-2401457,Technical Proposal
Ericsson,R1-2410128,Source
HiSilicon,R1-2405869,Source
"InterDigital, Inc.",R1-2406890,Contribution
Nokia,R1-2406587,Discussion and Decision
OPPO,R1-2410087,Discussion & Proposal
Samsung,R1-2406631,CR Proposal
NEC,R1-2408227,Discussion
Lenovo,R1-2409970,Technical Contribution
Sharp,R1-2410437,Discussion and Decision
Ralf Bendlin,R1-2401824,Contact Person
Qualcomm Incorporated,R1-2408855,Discussion/Decision
HiSilicon,R1-2407667,Co-Contributor
vivo,R1-2404176,Author
BUPT,R1-2409524,Measurement Data
Qualcomm,R1-240xxxx,Technical Proposal
Panasonic,R1-2402545,Technical Proposal
vivo,R1-2406170,Change Request
Qualcomm,R1-2401427,Contribution
"NTT DOCOMO, INC.",R1-2401100,Discussion/Decision Proposal
ZTE,R1-2404638,Technical Contribution
ZTE,R1-24000352,Discussion
CATT,R1-2402356,Change Request
UNISOC,R1-2409645,Procedure Proposals
ASUSTeK,R1-2407141,Technical Proposal
Samsung,R1-2404115,Technical Analysis
Samsung,R1-2409600,Technical Proposal
ZTE,R1-2405652,Moderator
Qualcomm Incorporated,R1-2410469,Technical Analysis
Unknown Contributor,38.214,Change Request
NVIDIA,R1-2406490,Discussion
Huawei,R1-2401889,Change Request
Apple Inc.,R1-2401002,Discussion
NICT,R1-2407143,Discussion Document
Ericsson,R1-2409023,Technical Proposal
Indian Institute of Technology Kanpur,R1-2405304,Proposals and Analysis
Panasonic,R1-2402911,Discussion/Proposal
Samsung,R1-2409253,Source to WG
Ericsson,R1-2409326,Change Request
Moderator (AT&T),R1-2403048,Summary Preparation
ZTE Corporation,R1-2409271,Moderator
"NTT DOCOMO, INC.",R1-2405046,Technical Proposal
CMCC,R1-2402583,Source
Huawei,R1-2407522,Contribution
Nokia,R1-2410317,Discussion and Decision
Samsung,R1-2409575,Technical Contribution
Ericsson,R1-2407223,"CR Proposals (R1-2407173, R1-2407174)"
ASUSTeK,R1-2405186,Technical Analysis
vivo,R1-2403447,Moderator Summary
Lenovo,R1-2404941,Discussion
Huawei,R1-2402013,Technical Analysis
ZTE Corporation,R4-2416918,Editor
CATT,R1-2404205,Technical Contribution
Qualcomm Incorporated,R1-2408835,Technical Proposal
ITL,R1-2405224,Source
Lenovo,R1-2407062,Technical Contribution
HiSilicon,R1-2400113,Technical Proposal
Qualcomm,R1-240xxxx,Moderator Summary
Honor,R1-2402726,Technical Contribution
Intel Corporation,R1-2402140,Technical Proposal
Huawei,R1-2409145,Technical Contribution
Huawei,R1-2403921,Contribution
Tejas Networks Ltd.,R1-2409760,Technical Proposal
TCL,R1-2406396,Discussion
ETRI,R1-2408575,Technical Proposal
ETRI,R1-2403021,Discussion
Meta,R1-2404346,Discussion and Decision
"NTT DOCOMO, INC.",R1-2403222,Discussion and Decision
CMCC,R1-2400318,Discussion
FGI,R1-2401052,Contribution
KT Corp.,R1-2410567,Discussion Document
CMCC,R1-2406000,Source
Fujitsu,R1-2402793,Contribution
Samsung,R1-2405476,
CATT,R1-2408030,Technical Analysis
MediaTek Inc.,R1-2402157,
OPPO,R1-2402328,Technical Proposal
Futurewei,R1-2400088,Discussion and Decision
Fangli XU,R2-2314016,Liaison Statement Contributor
Samsung,R1-2402439,Change Request Proposal
CATT,R1-2408048,Technical Contribution
HiSilicon,R1-2409413,Source
"InterDigital, Inc.",R1-2402125,Technical Proposal
"NTT DOCOMO, INC.",R1-2408777,Discussion and Decision
Google,R1-2404681,Change Proposal
Sharp,R1-2408244,Technical Analysis
CATT,R1-2409950,Technical Proposal
Huawei,R1-2407248,Moderator/Feature Lead
Ericsson,R1-2405701,CR Lead
HiSilicon,R1-2403931,Source
Samsung,R1-2403814,Technical Discussion
Ericsson,R1-2407500,Moderator Summary
Panasonic,R1-2404567,Technical Proposal
Huawei,R1-2408179,CR Source
CEWiT,R1-2410578,Source
"NTT DOCOMO, INC.",R1-2406913,Change Request
Indian Institute of Technology Kanpur,R1-2405283,Technical Analysis
Samsung,R1-240xxxx,Moderator/TP Proposer
National Institute of Standards and Technology (NIST),R1-2408724,Primary Author
NVIDIA,R1-2400696,Discussion Document
vivo,R1-2409667,Source
MediaTek Inc.,R1-2406766,Technical Proposal
Apple Inc.,R1-2408458,Technical Proposal
vivo,R1-2402262,Contribution
CATT,R1-2406354,Technical Proposal
Sony,R1-2402976,Submission
"InterDigital, Inc.",R1-2402615,Contribution
LG Electronics,R1-2407578,Moderator
"NTT DOCOMO, INC.",R1-2401803,Moderator Summary
TCL,R1-2407941,Discussion
LG Electronics,R1-2408303,Discussion and decision
Panasonic,R1-2402695,Discussion
ZTE,R1-2402063,Discussion
Qualcomm Incorporated,R1-2408843,Technical Proposal
CMCC,R1-2410214,Measurement Data
3GPP RAN WG2,R2-2313959,Approving Group
Rohde & Schwarz,CR 0497 rev,Change Proposal
"NTT DOCOMO, INC.",R1-2410379,Technical Analysis/Proposal
OPPO,R1-2402296,Reply LS
OPPO,R1-2404863,Discussion Contribution
"NTT DOCOMO, INC.",R1-2403244,Discussion and Proposal
Qualcomm Incorporated,R1-2403444,Contribution
MediaTek Inc.,R1-2403903,Contribution
Ericsson,R1-2409235,Moderator
CMCC,R1-2409498,Discussion & Decision
Panasonic,R1-2406455,Technical Contribution
MediaTek Inc.,R1-2402955,Discussion/Decision Proposal
"Huawei, HiSilicon",R1-2403357,CR Proposal
MediaTek Inc.,R1-2402158,Technical Proposal
Samsung,R1-2403806,CR Proposal
WILUS Inc.,R1-2408899,Discussion/Proposal
ZTE,R1-2405454,Moderator
ETRI,R1-2406719,Discussion Document
Nokia,R1-2409293,CR Source
Samsung,R1-2408627,Source
Fujitsu,R1-2409208,Liaison Statement
Fraunhofer HHI,R1-2408600,Technical Analysis
Ericsson,R1-2410771,Technical Feedback
Qualcomm Incorporated,R1-2410472,Discussion/Decision
Nokia,R1-2404480,Technical contribution
Samsung,R1-2404080,CR Source
OPPO,R1-2408131,Discussion & Decision
Ericsson,R1-2400676,Discussion
Ericsson,R1-2409442,Technical Analysis
Huawei,R1-2409422,Discussion and Decision
Lenovo,R1-2405451,Moderator
Samsung,R1-2407572,Change Proposal
NTT Docomo,R1-2401716,Contact Organization
Qualcomm Incorporated,R1-2401460,Technical Contribution
Samsung,R1-2405616,CR Source
OPPO,R1-2402332,Source
CATT,R1-2410726,Moderator
Nokia,R1-2400081,Discussion and Decision
Google,R1-2404690,Technical Proposal
Sharp,R1-2408751,Technical Analysis
China Telecom,R1-2406031,Contribution
Huawei,R1-2407526,Technical contributor
IIT KANPUR,R1-2405116,Source
Huawei,R1-2410771,Technical Proposal
Sony,R1-2408401,Technical Contribution
Meta,R1-2406887,Source
Futurewei,R1-2407611,Contribution Document
Samsung,R1-2403566,CR Proposal
TSG RAN WG1,R1-2406221,Reply LS
China Telecom,R1-2407743,Discussion
Samsung,R1-2403706,Moderator
Intel Corporation,R1-2406016,Technical Contribution
NEC,R1-2400480,Technical Proposal
Huawei,R1-2407244,Moderator Summary
Qualcomm Incorporated,R1-2405166,Discussion and Decision
ITRI,R1-2402809,Technical Analysis and Proposal
CMCC,R1-2403471,Moderator Summary
Panasonic,R1-2404475,Technical Proposal
Intel Corporation,R1-2402136,Discussion and Decision
ZTE,R1-2400294,Change Proposal
RUijie networks,R1-2408384,Discussion and decision
Intel,R2-2403810,Liaison Statement
ZTE,R1-2402161,Technical analysis
ZTE,R1-2401830,Source
vivo,R1-2404146,Author
Sanechips,R1-2400485,Technical Proposal
"InterDigital, Inc.",R1-2403856,Contribution
Spreadtrum Communications,R1-2404028,Contribution
Sharp,R1-2401059,Contribution
Vivo,R4-2410299,Liaison Statement
Sanechips,R1-2405196,CR Proposal
MediaTek,R1-2403720,Moderator Summary
Nokia,R1-2401985,Technical Proposal
Huawei,R1-2404945,Technical Proposal
Nokia,R1-2404705,Technical Proposal
Ericsson,R1-2405105,Contribution
Apple Inc.,R1-2402874,Discussion and Decision
ZTE,R1-2400265,Technical Analysis
"ZTE, Sanechips",R1-2405718,CR Proposal
Indian Institute of Technology Madras (IITM),R1-2410373,Source
Samsung,R1-2402455,Discussion
vivo,R1-2405380,Moderator
Tejas Networks Ltd.,R1-2409752,Discussion Document
Spreadtrum Communications,R1-2405902,Discussion Proposals
MediaTek Inc,R1-2407334,Source
Ericsson,R1-2403322,Technical Contribution
LG Electronics,R1-2401337,Discussion and decision proposal
China Telecom,R1-2406860,Source
"Huawei, HiSilicon",R1-2410326,Source
Qualcomm Incorporated,R1-2401411,Contribution
Huawei,R1-2410772,Moderator
Xiaomi,R1-2407949,Change Request
Panasonic,R1-2410063,Technical Contribution
Samsung,R1-2402429,CR Proposal
vivo,R1-2402244,Discussion and Decision
ZTE Corporation,R1-2404996,Change Request
CATT,R1-2405536,Technical Contribution
Spreadtrum Communications,R1-2407696,Technical analysis/proposals
Ericsson,R1-2405110,Discussion
HiSilicon,R1-2403343,Technical Contribution
Intel Corporation,R1-2400378,Contribution
LG Electronics,R1-2401924,Clarification comments on BWP switching logic
CMCC,R1-2407473,Session Notes
Tejas Networks Ltd.,R1-2405966,Technical Contribution
Ericsson,R1-2400075,Technical Analysis
vivo,R1-2407404,Moderator/FLS
Huawei,R1-2405753,Change Request Proposal
Apple Inc.,R1-2409811,Discussion/Decision
Intel Corporation,R1-2408292,Technical Proposal
UNISOC,R1-2409625,Technical Proposal
CMCC,R1-2400311,Discussion & Decision
