meeting_id,venue,wg,topic
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,Physical Layer Design
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,XR enhancements for NR Phase 3
RAN WG1 #118bis,"Hefei, China",RAN WG1,MIMO Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,Ambient IoT Frame Structure and Timing
RAN WG1 #116,"Athens, Greece",RAN WG1,XR enhancements during RRM measurements
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",TSG-RAN WG1,UL codebook enhancements for 3TX UEs
TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,UE Capability for Asymmetric Bandwidth Configurations
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,AI/ML for NR air interface
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Evolution for DL/UL
3GPP TSG-RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,Physical layer protocol development
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,On-demand SIB1 transmission mechanisms
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO enhancements for Rel-19
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,NR Physical Layer Design
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 NES Enhancements
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, The Netherlands",TSG-RAN WG1,Physical downlink shared channel procedures
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR MIMO Phase 5: 3TX Codebook-Based Uplink
RAN WG1 #116bis,"Changsha, China",RAN WG1,Rel-18 NR Positioning Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,3GPP RAN1 Specification Maintenance & Rel-19 Feature Development
RAN WG1 #118bis,"Hefei, China",RAN WG1,Channel model enhancements for 7-24GHz
3GPP TSG RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,NR Physical Layer Specifications
RAN WG1 #116,"Athens, GR",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN WG1 #119,"Orlando, USA",RAN WG1,Mobility Enhancements Phase 4
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR Physical Layer Development
RAN WG1 #118,"Maastricht, NL",RAN WG1,PDSCH reception for MBS
TSG RAN WG1 #116bis,"Changsha, China",RAN WG1,Maintenance on Rel-18 NR NTN
RAN WG1 #116b,"Changsha, Hunan Province, China",RAN WG1,NR-NTN Enhancements
RAN WG1 #119,"Orlando, USA",RAN WG1,On-demand SSB SCell operation for NES
RAN WG1 #118,"Maastricht, NL",RAN WG1,Multi-carrier UL Tx Switching
RAN WG1 Meeting #119,"Orlando, US",RAN WG1,NR FeMIMO enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Maintenance on Rel-18 work items - MBS
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR UE Feature Discussions
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,MIMO Evolution for Downlink and Uplink
RAN WG1 #116-bis,"Changsha, Hunan, China",RAN WG1,On-demand SSB SCell operation
RAN WG1 #118bis,"Hefei, China",RAN WG1,Subband Full Duplex Evolution
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,LP-WUS in RRC_CONNECTED Mode
RAN WG1 #118,"Maastricht, NL",RAN WG1,5G NR Enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,AI/ML for NR Air Interface Enhancements
3GPP TSG-RAN WG1 #116,"Athens, Greece",RAN WG1,NR positioning enhancements
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN1,Physical Layer Procedures
RAN WG1 #118bis,"Hefei, China",RAN WG1,Uplink capacity/throughput enhancement for FR1-NTN
TSG-RAN WG1 Meeting #118b,"Hefei, China",RAN WG1,NR physical layer enhancements
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,NR AI/ML Air Interface
RAN WG1 #118bis,"Hefei, China",RAN WG1,CSI Feedback Enhancements
3GPP TSG RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Physical Layer Specifications
TSG-RAN WG2 Meeting #124,"Chicago, USA",RAN WG2,NR BWP Operation Enhancements
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Channel model enhancements for 7-24 GHz
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Maintenance of Rel-18 MIMO specifications
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR MIMO evolution for DL/UL
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,Rel-19 NR Mobility Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,5G NR Enhancements
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,Timing Advance calculation corrections for NTN/ATG scenarios
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Ambient IoT Device Architecture
3GPP TSG RAN WG1 #116bis,"Changsha, PR China",RAN WG1,Rel-18 Multicarrier Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Duplex Evolution
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR UE Capability Finalization
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,IoT-NTN Enhancements
RAN WG1 Meeting #119,"Orlando, US",RAN WG1,Enhancements of network energy savings for NR
RAN WG1 #118-bis,"Hefei, China",RAN WG1,NR Duplex Evolution
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Evolution of NR duplex operation
RAN WG1 #118bis,"Hefei, China",RAN WG1,LP-WUS and LP-SS Design for NR Rel-19
RAN WG1 #116,"Athens, Greece",RAN WG1,5G NR Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,SSB relation in On-demand SSB and SSB adaptation on SCell
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR NTN Enhancements for RedCap
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,UE-initiated beam management enhancements
3GPP TSG-RAN WG1 Meeting #119,"Orlando, US",TSG-RAN WG1,NR MIMO Evolution for DL/UL
SA WG1 #107,"Maastricht, NL",SA WG1,Ambient IoT Requirements Discussion
3GPP TSG RAN1#116bis,"Changsha, China",RAN WG1,Physical layer protocol enhancements
RAN WG1 #116-bis,"Changsha, China",RAN WG1,Measurements and reporting for SL positioning
3GPP TSG RAN WG1 #118bis,"Hefei, China",RAN WG1,NR MIMO Phase 5 Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ISAC Channel Modelling
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,A-IoT Physical Layer Design
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR RedCap enhancements and corrections
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Agenda Item 9.4.2: Update for TR 38.769 “Study on Solutions for Ambient IoT (Internet of Things)”
RAN WG1 #119,"Orlando, US",RAN WG1,NTN/ATG Enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR-NTN uplink capacity/throughput enhancement
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Ambient IoT Physical Layer Design
3GPP TSG RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,ISAC Channel Modelling
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,LP-WUS Operation for IDLE/INACTIVE UEs
3GPP TSG RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Discussion of SRS BW aggregation impact on other channels/signals
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",TSG-RAN WG1,9.2.3
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based Beam Management Specifications
RAN WG1 #118b,"Hefei, China",RAN WG1,9.4.2.1: General aspects of physical layer design for Ambient IoT
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,AI/ML for NR Air Interface
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,
3GPP TSG-RAN WG1 Meeting #116-bis,"Changsha, People’s Republic of China",RAN WG1,Non-Terrestrial Networks (NTN) for IoT Phase 3
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,5G NR Physical Layer Specifications
RAN WG1 #116,"Athens, Greece",RAN WG1,IoT-NTN UL Capacity Enhancement
3GPP TSG-RAN WG1 Meeting #119,"Orlando, US",TSG-RAN WG1,Specification corrections for NR positioning enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,Rel-19 Ambient IoT Physical Layer Design
RAN WG1 #119,"Orlando, US",RAN WG1,Physical Layer Specifications for NR and LTE
RAN WG1 #118,"Maastricht, NL",RAN WG1,AI/ML-based positioning specifications
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Rel-18 Work Items
TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,SRS and PUCCH collision handling in NR
TSG-RAN WG1 #117,"Fukuoka, Japan",RAN WG1,AI/ML-Based Positioning Design
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, The Netherlands",TSG-RAN WG1,NR MIMO Evolution for DL/UL
RAN WG1 #119,"Orlando, FL, USA",RAN WG1,AI 9.5.3: Adaptation of common signalling for NES
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,IoT-NTN Enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Channel Modeling Enhancements for 7-24 GHz
,,TSG-RAN WG1,NR Physical Layer Maintenance
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,5G-Advanced and 6G Physical Layer Technologies
3GPP TSG RAN WG1#117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Positioning Maintenance
RAN WG1 #116,"Athens, Greece",RAN WG1,Further mobility enhancements in NR
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical layer protocol aspects
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,CSI enhancements for Rel-19 MIMO
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,Agenda Item 9.4.2.2: Frame structure and timing aspects for Ambient IoT
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR MIMO enhancements for Rel-19
RAN WG1 #118bis,"Hefei, China",RAN WG1,9.1.3 CSI feedback enhancement
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,DL-AoD Measurements in UE-based Positioning
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-18 MIMO Maintenance
RAN WG1 #118-bis,"Hefei, China",RAN WG1,AI/ML Positioning Enhancements
RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,CG RACH-less Handover Parameters
RAN WG1 #119,"Orlando, US",RAN WG1,NR Duplex Evolution - SBFD Operations
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,NR NTN Downlink Coverage Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Enhancements
RAN WG1 #116-bis,"Changsha, China",RAN WG1,NR physical layer enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR MIMO enhancements
RAN WG1 #118,"Maastricht, The Netherlands",RAN WG1,NR-NTN Physical Layer Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,CW waveform characteristics for Ambient IoT
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 TEI Discussion
RAN WG1 #118bis,"Hefei, China",RAN WG1,AI/ML for NR air interface
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,Uplink Capacity/Throughput Enhancement for FR1-NTN
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 Multicarrier Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,Maintenance on Rel-18 work items – Multi-Carrier
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Sidelink Positioning
RAN WG1 #116,"Athens, Greece",RAN WG1,NR RedCap Enhancements
3GPP TSG RAN WG1 Meeting #116-bis,"Changsha, Hunan Province, China",RAN WG1,LP-WUS operation in IDLE/INACTIVE mode
RAN WG1 #118bis,"Hefei, China",RAN WG1,Specification support for Beam management
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Enhancements for UE-initiated beam management
RAN WG1 #118bis,"Hefei, China",RAN WG1,LP-WUS operation in IDLE/INACTIVE modes
RAN WG1 #119,"Orlando, US",RAN WG1,CW waveform characteristics for Ambient IoT
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NTN Evolution Work Item Discussion
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Ambient IoT Evaluation Assumptions
TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,NR Rel-15/16 maintenance discussion
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,UE initiated beam management
RAN WG1 #116bis,"Changsha, China",RAN WG1,Frame Structure and Timing Aspects for Ambient IoT
RAN WG2 Meeting #125,"Athens, Greece",RAN2,R18 Positioning Enhancements
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,AI/ML in NR Air Interface
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,eRedCap remaining issues
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 Maintenance Agenda
RAN WG1 #118bis,"Hefei, China",RAN WG1,3GPP NR MIMO and beam management enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,SBFD random access operation
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR MIMO Phase 5 enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Sidelink Evolution
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,NR-NTN Enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR Duplex Evolution
RAN WG1 #118bis,"Hefei, China",RAN WG1,MIMO evolution for DL/UL
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,LP-WUR operation in IDLE/INACTIVE modes
3GPP TSG RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements for UE-initiated/event-driven beam management
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,9.9.1: Measurements for LTM
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,IoT-NTN Uplink Capacity Enhancement
RAN WG1 #116,"Athens, Greece",RAN WG1,Physical layer specifications for radio access networks
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,Enhancements of network energy savings for NR
RAN WG1 #118-bis,"Hefei, China",RAN WG1,AI 8.1: SL-U Channel Access and RA
RAN WG1 #116bis,"Changsha, China",RAN WG1,Agenda Item 5: 2-step RACH for eRedCap
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SBFD Operations
RAN WG1 #119,"Orlando, United States",RAN WG1,Uplink Resource Muting
3GPP TSG-RAN WG1 Meeting #119,"Orlando, US",RAN WG1,Cell-specific beam resetting for M-DCI MTRP
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,UE-initiated beam management enhancements
3GPP TSG RAN WG1 #116-bis,"Changsha, China",RAN WG1,Physical layer aspects of NR and IoT technologies
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,Rel-18 MIMO Enhancements
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer aspects of Ambient IoT
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,Maintenance on Two TAs for multi-DCI
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,8.2: Rel-18 LTE UE features
3GPP TSG RAN WG1 meeting #116,"Athens, Greece",RAN WG1,Enhancements for XR services
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical Layer Specifications
RAN WG1 #118,"Hefei, China",RAN WG1,NR Physical Layer Development
RAN WG1 #116,"Athens, Greece",RAN WG1,XR Enhancements for NR Phase 3
RAN WG1 #116b,"Changsha, China",RAN WG1,Physical layer specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical Layer Specifications Development
3GPP TSG RAN WG1 #119,"Orlando, USA",RAN WG1,Duplex Evolution Enhancements
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,NR NTN Solutions
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",TSG-RAN WG1,Channel model validation and enhancements for FR3
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,A-IoT Device Architecture
RAN1#116,"Athens, Greece",RAN WG1,3GPP TSG-RAN WG1 Meeting #116
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,AI/ML for NR Air Interface
RAN WG1 #116,"Athens, Greece",RAN WG1,Agenda Item 9.4.2.3: Downlink and Uplink Channel/Signal Aspects for A-IoT
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,FR2-NTN Physical Layer Standardization
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer specifications development
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",TSG-RAN WG1,NR Physical Layer Enhancements
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Physical layer procedures
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Rel-18 Positioning Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Duplex Evolution
RAN1 Meeting #117,,RAN WG1,MAC-CE Impact on TCI States
RAN WG1 #118b,"Hefei, China",RAN WG1,AI/ML for Beam Management
TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Physical Layer Design for NR and IoT
RAN WG1 #118,"Maastricht, NL",RAN WG1,On-demand SSB for SCell
RAN WG1 #116bis,"Changsha, China",RAN WG1,NR FeMIMO Enhancements (Pre-Rel-18)
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Ambient IoT Channel/Signal Aspects
3GPP TSG RAN WG1 Meeting #118-bis,"Hefei, China",RAN WG1,8.1: RAN1 agreements for R18 NR SL-U PHY channel design
RAN WG1 #119,"Orlando, US",RAN WG1,3GPP TSG RAN WG1 #119 Draft Agenda
RAN WG1 #119,"Orlando, USA",RAN WG1,9.3.1 - SBFD Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SBFD PRACH Operations
TSG-RAN WG1 #119,"Orlando, US",RAN WG1,NR Mobility Enhancement Phase 4
RAN WG1 #116-bis,"Changsha, China",RAN WG1,9.11.2 Support of RedCap/eRedCap UEs in NR-NTN
TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SL positioning measurements
3GPP TSG RAN WG1 Meeting #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR Physical Layer Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,ISAC Deployment Scenarios
RAN WG1 #118,"Maastricht, NL",RAN WG1,AIoT Evaluation Assumptions and Results
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,NR Pre-Rel18 Maintenance
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 NES
RAN WG1 #118,"Maastricht, NL",RAN WG1,Agenda 9.4.2.1: Ambient IoT Physical Layer Design
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,NR Sidelink Evolution
RAN WG1 #119,"Orlando, US",RAN WG1,On-demand SSB for SCell
3GPP TSG RAN WG1 #117,"Fukuoka city, Fukuoka, Japan",RAN WG1,Enhancements of network energy savings for NR
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Channel Model Validation for 7-24 GHz
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, The Netherlands",TSG-RAN WG1,NR-NTN Enhancements
TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR Physical Layer Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,Physical Layer Maintenance
3GPP TSG RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,LP-WUS Configuration in Connected Mode
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,SBFD Random Access Operation
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,SBFD TX/RX Procedures
RAN WG2 #124,"Chicago, USA",RAN WG2,NR Positioning Enhancements
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Downlink and uplink channel/signal design for A-IoT
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR-NTN Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,ISAC Deployment Scenarios
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,NR-NTN Uplink Capacity Enhancement
3GPP TSG RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,QCL assumptions for periodic CSI-RS in unified TCI framework
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Rel-18 TCI framework enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,On-demand SSB for SCell
RAN WG1 #118,"Maastricht, NL",RAN WG1,9.4.2.2 Frame structure and timing aspects
3GPP TSG RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,MIMO Evolution Enhancements
RAN1#116bis,"Changsha, China",RAN1,Physical Layer Specifications
RAN WG1 #119,"Orlando, US",RAN WG1,Physical Layer Design for NR Enhancements
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,Enhancements for asymmetric DL/UL multi-TRP deployments
RAN WG1 #118-bis,"Hefei, China",RAN WG1,Channel Model Validation
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR Sidelink Evolution
RAN WG1 #118b,"Hefei, China",RAN WG1,NR physical layer enhancements
3GPP TSG RAN WG1 #116bis,"Fukuoka, Japan",RAN WG1,Ambient IoT Carrier Wave Design
3GPP TSG SA WG5 Meeting #156,"Maastricht, The Netherlands",SA5,AI/ML Management Standards
RAN WG1 #119,"Orlando, US",RAN WG1,CBR range alignment for SL PRS resource pools
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,UE Features for Rel-18 NR Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,ISAC Deployment Scenarios
RAN WG1 #119,"Orlando, US",RAN WG1,Waveform characteristics for Ambient IoT carrier waves
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR Physical Layer Specifications
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical Layer Agenda Items
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Phase 5 enhancements
RAN WG1 #116b,"Changsha, Hunan Province, China",RAN WG1,Network energy savings enhancements
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,NR positioning enhancements
3GPP TSG RAN WG1#116,"Athens, Greece",RAN WG1,NR Physical Layer Enhancements
3GPP TSG RAN WG1#118,"Maastricht, NL",RAN WG1,NR MIMO Phase 5 Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,AI/ML-based CSI Compression
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,LP-WUS and LP-SS design for NR
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands, August 19-23, 2024",RAN WG1,Study on Solutions for Ambient IoT
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,NR Sidelink Evolution
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Measurements for LTM
3GPP TSG RAN WG1 #116-bis,"Changsha, China",RAN WG1,3-antenna-port codebook-based transmissions
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Physical layer protocol specifications discussion
RAN WG1 #118bis,"Hefei, China",RAN WG1,NTN & IoT Enhancements
RAN1#119,Online/Offline Hybrid,RAN WG1,5G NR Evolution and 6G Standardization
RAN WG1 #116b,"Changsha, China",RAN WG1,NR Duplex Operation Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,On-demand SIB1 for Idle/Inactive mode UEs
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Enhancements
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,Enhancements of network energy savings for NR
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical Layer Specifications for NR
RAN WG1 #119,"Orlando, USA",RAN WG1,Physical layer specifications for NR and LTE
