doc_id,wg_name,role_in_group
R1-2401108,RAN WG1,Contribution
R1-2400303,RAN WG1,Contribution
R1-2401801,RAN WG2,Recipient
R2-2403810,RAN WG2,Specification Coordination
R1-2401276,RAN WG1,Contribution
R1-2408004,RAN WG1,Discussion and Decision
R1-2401222,RAN WG1,Contribution to NTN UE feature standardization
R1-2407286,RAN WG1,Meeting Document
R1-2402341,RAN WG1,Contribution
R1-2400874,RAN WG1,Discussion document
R1-2408740,RAN WG1,Contribution
R1-2402339,RAN WG1,Technical Contribution
R1-2406520,RAN WG1,CR submission
R1-2407245,RAN WG1,Change Request
R1-2406771,RAN WG1,Contribution
R1-2400314,RAN WG1,Contribution on MIMO evolution
R1-2408528,RAN WG1,Contribution
R1-2403403,RAN WG1,Technical Contribution
R1-2408849,RAN WG1,Evaluation Methodology Proposal
R1-2407185,RAN WG1,Evaluation Methodology Proposal
R1-2406031,RAN WG1,Discussion Document
R1-2403112,RAN WG1,Technical Contribution
CR-Form-v12.2,RAN WG1,Specification Maintenance
R1-2400428,RAN WG1,Contribution to Rel-19 NR MIMO standardization
R1-2406395,RAN WG1,Contribution on AI/ML Beam Management
R1-2404686,RAN WG1,Discussion Document
R1-2404596,RAN WG1,Discussion Contributor
R1-2404668,RAN WG1,Contribution on physical layer enhancements
R1-2404654,RAN WG1,Contribution on CSI feedback enhancement
R1-2408612,RAN WG1,Contribution
R1-2407074,RAN WG1,Contribution
R1-2402353,RAN WG1,Contribution
R1-2400839,RAN WG1,Contribution
R1-2406967,RAN WG1,Contribution
R1-2403639,RAN WG1,Discussion moderator
R1-2402846,RAN WG1,Contribution
R1-2407064,RAN WG1,Contribution
R1-2401470,RAN WG1,Contribution for Discussion
R1-2401011,RAN WG1,Contribution
R1-2402858,RAN WG1,Contribution
R1-2402746,RAN WG1,Technical Contribution
R1-2409777,RAN WG1,Technical Proposal
R1-2402894,RAN WG1,Discussion Summary
R1-2402684,RAN WG1,Contribution on MIMO evolution
R1-2401180,RAN WG1,Technical Specification Development
R1-2406686,RAN WG1,Technical Specification
R1-2402238,RAN WG1,Contribution
R1-2402080,RAN WG1,Contribution
R1-2408524,RAN WG1,Discussion Document
R1-2410581,RAN WG1,Technical proposal discussion
R1-2406454,RAN WG1,Technical Contribution
R1-2406693,RAN WG1,Contribution on Ambient IoT Architecture
R1-2408431,RAN WG1,Contribution
R1-2405391,RAN WG1,Discussion Document
R1-2407912,RAN WG1,Contribution to Agenda 9.5.3
R1-2404797,RAN WG1,Technical Contribution
R1-2403324,RAN WG1,Contribution
R1-2407516,RAN WG1,Discussion Coordinator
R1-2408614,RAN WG1,Contribution
R2-2411263,RAN WG2,Source Working Group
RAN1#119 Chair's Notes,RAN WG1,Meeting proceedings and decision documentation
R1-2407353,RAN WG1,Discussion Summary
38.214 CR DRAFT rev,TSG-RAN WG1,Specification Maintenance
R1-2410898,RAN WG1,Technical Specification
R1-2407266,RAN WG1,Discussion and Decision
R1-2401827,RAN WG1,LS from RAN1 to RAN2
R1-2404721,RAN WG1,Technical Contribution
R1-2409976,RAN WG1,Contribution
R1-2405170,RAN WG1,Contribution
R1-2405239,RAN WG1,MIMO Evolution Work Item Contributor
R1-2407277,RAN WG1,Discussion summary
R1-2404579,RAN WG1,Discussion Document
R1-2401309,RAN WG1,Contribution
R1-2405725,RAN WG1,Change Request for Layer 1 specifications
R1-2409872,RAN WG1,Discussion Document
R1-2400731,RAN WG1,Contribution on SBFD specifications
R1-2401395,RAN WG1,Specification Amendment
R1-2403302,RAN WG1,Contribution
R1-24074894,RAN WG1,Channel Modeling Validation
R1-2401016,RAN WG1,Contribution
R1-2408942,RAN WG1,Contribution
R1-2400277,RAN WG1,Contribution
R1-2401233,RAN WG1,Contribution
R1-2408618,RAN WG1,Specification Maintenance
R1-2404185,RAN WG1,Technical contribution to R19 NES Work Item
R1-2407549,RAN WG1,Source working group
R1-2410170,RAN WG1,Technical Specification
R1-2408505,RAN WG1,Technical Contribution
R1-2404329,RAN WG1,Contribution on Ambient IoT PHY layer
R1-2401749,RAN WG1,Change Request Proposal
R1-2405609,RAN WG1,Discussion Summary for Decision
R1-2410885,RAN WG1,Discussion rapporteur
R1-2402589,RAN WG1,Contribution for discussion
R1-2402993,RAN WG1,Contribution
R1-2410197,RAN WG1,Technical Contribution
R1-2406046,RAN WG1,Discussion Moderator
R1-2401015,RAN WG1,Study Item Contribution
R1-2406649,RAN WG1,Contribution
R1-2409793,RAN WG1,Contribution
R1-2402200,RAN WG1,Technical Contribution
R1-2400564,RAN WG1,Contribution
R1-2400918,RAN WG1,Contribution
R1-2405161,RAN WG1,Contribution
R1-2410080,RAN WG1,Technical Contribution
38.211 CR,RAN WG1,Specification maintenance
R1-2410029,RAN WG1,Technical Contribution
R1-2406637,RAN WG1,Technical Contribution
R1-2401214,RAN WG1,Technical Proposal
R1-2410731,RAN WG1,Feature lead summary for agenda item 9.12.1
R1-2409973,RAN WG1,Contribution
R1-2409987,RAN WG1,Contribution
R1-2410765,RAN WG1,Feature Lead Summary
R1-2406842,RAN WG1,Technical Contribution
R1-2405344,RAN WG1,Discussion and Decision
R1-2405193,RAN WG1,Technical Specification
R1-2405937,RAN WG1,Contribution on MIMO enhancements
R1-2408970,RAN WG1,Change Request submission
R1-2405822,RAN WG1,Contribution
R1-2405908,RAN WG1,Contribution
R1-2409403,RAN WG1,Discussion and Decision
05233,TSG-RAN WG1,Technical Specification Contributor
R1-2401781,RAN WG1,Technical Specification Contribution
R1-2410535,RAN WG1,Discussion Document
R1-2401211,RAN WG1,Contribution
R1-2400546,RAN WG1,Contribution on AI/ML air interface enhancements
R1-2408326,RAN WG1,Contribution
R1-2400192,RAN WG1,Maintenance
R1-2409780,RAN WG1,Discussion Document
R1-2400832,RAN WG1,Discussion Document
R1-2407585,RAN WG1,Specification Development
R1-2402002,RAN WG1,Contribution
R1-2401153,RAN WG1,Contribution
R2-2401796,RAN WG2,Internal Discussion Document
R1-2401992,RAN WG1,Discussion/Decision Document
R1-2408008,RAN WG1,Technical contribution
R1-2404430,RAN WG1,Technical Contribution
R1-2402938,RAN WG1,Discussion Document
R1-2400261,RAN WG1,Technical contribution
R1-2401570,RAN WG1,Discussion Document
R1-2403637,RAN WG1,Discussion Document
R1-2401579,RAN WG1,Contribution
R1-2401111,RAN WG1,Contribution
R1-2401861,RAN WG1,Discussion and Decision
R1-2403977,RAN WG1,Contribution
R1-240XXXX,RAN WG1,Agenda Document
R1-2400586,RAN WG1,IoT NTN enhancements maintenance
R1-2403029,RAN WG1,Technical Contribution
R1-2407483,RAN WG1,Discussion Summary
R1-2402147,RAN WG1,Contribution
R1-2408289,RAN WG1,Discussion Document
R1-2401431,RAN WG1,Contribution
R1-2402210,RAN WG1,Technical Specification contribution
R1-2408273,RAN WG1,Technical Contribution
R1-2409521,RAN WG1,Physical Layer Specification
R1-2302518,RAN WG1,Contribution on NES enhancements
R1-2406509,RAN WG1,Contribution
R1-2405322,RAN WG1,Contribution
R1-2400787,RAN WG1,Coverage Enhancement Proposal
R1-2400982,RAN WG1,Contribution
R1-2409005,RAN WG1,Technical Specification Development
R1-2407694,RAN WG1,Contribution
R1-2408474,RAN WG1,Feature Specification
R1-2403201,RAN WG1,Technical contribution
R1-2409455,RAN WG1,Technical Contribution
R1-2407571,RAN WG1,Change Request Submission
3GPP TR 38.769,RAN WG1,Study Item Technical Report
R1-2403731,RAN WG1,Contribution
R1-2400579,RAN WG1,Contribution
R1-2402731,RAN WG1,Technical analysis and proposal
R1-2409558,RAN WG1,Contribution to NES standardization
R1-2404511,RAN WG1,Contribution
R1-2406897,RAN WG1,Contribution
R1-2400813,RAN WG1,Contribution
R1-2407442,RAN WG1,Discussion Contributor
R4-2410381,RAN WG4,Liaison Statement Response
R1-2408909,RAN WG1,Contribution
3GPP TR 38.769 V0.0.1 (2024-02),RAN,Study Item
R1-2406762,RAN WG1,Contribution
R1-2406749,RAN WG1,Technical Contribution
R1-2406151,RAN WG1,Change Proposal
R1-2408804,RAN WG1,Contribution
R1-2405705,RAN WG1,Specification maintenance
R1-2400614,RAN WG1,Technical contribution
R1-2401475,RAN WG1,Contribution on beam management specifications
R1-2402841,RAN WG1,Contribution
R1-2409099,RAN WG1,Discussion Document
R1-2403915,RAN WG1,Contribution
R1-2400089,RAN WG1,Contribution
R1-2400652,RAN WG1,Contribution
R1-2409881,RAN WG1,Contribution
R1-2403458,RAN WG1,Discussion Document
R1-2400371,RAN WG2,Coordination required
R1-2403534,RAN WG1,Discussion Document
R1-2403987,RAN WG1,Technical Specification Contributor
R1-2407316,RAN WG1,Feature Lead Summary
R1-2407446,RAN WG1,Specification maintenance
R1-2406582,RAN WG1,Contribution
R1-2401216,RAN WG1,Contribution
R1-2410283,RAN WG1,Contribution on AI/ML model transfer mechanisms
R1-2403467,RAN WG1,Discussion Document
R1-2402389,RAN WG1,Contribution
R1-2403114,RAN WG1,Technical contribution
R1-2409653,RAN WG1,Discussion Document
R1-2402420,RAN WG1,Technical contribution
R1-2410315,RAN WG1,Source
R1-2409514,RAN WG1,Contribution
R1-2410244,RAN WG1,Technical Contribution
R1-2400602,RAN WG1,Technical Contribution
R1-2407669,RAN WG1,Contribution
R1-2400456,RAN WG1,Technical Discussion Document
R1-2403342,RAN WG1,Discussion Document
R1-2405058,RAN WG1,Technical Contribution
R1-2410366,RAN WG1,Technical Contribution
R1-2406439,RAN WG4,RF/RRM requirements
R1-2409059,RAN WG1,Discussion Document
R1-2407281,RAN WG1,Discussion Document
R1-2407382,RAN WG1,Technical Contribution
R1-2401182,RAN WG1,Contribution
R1-2407953,RAN WG1,Contribution
R1-2405662,RAN WG1,Technical Specification Development
R1-2403862,RAN WG1,Contribution
R1-2407006,RAN WG1,Technical Contribution
R1-2406021,RAN WG1,Contribution
R1-2407585,RAN WG1,Meeting Proceedings
R1-2403193,RAN WG1,Specification of physical layer enhancements
R1-2409025,RAN WG1,Specification maintenance
R1-2406113,RAN WG1,CR on PDSCH configuration for MBS
R1-2409687,RAN WG1,Technical Contribution
R1-2404611,RAN WG1,Discussion/Decision Document
R1-2408605,RAN WG1,Contribution
R1-2403745,RAN WG1,Technical contribution
R1-2401550,RAN WG1,Moderator summary for discussion/decision
R1-2402660,RAN WG1,Discussion document
R1-2408498,RAN WG1,Contributor
R1-2400148,RAN WG1,Contribution
R1-2406396,RAN WG1,Contributor
R1-2404552,RAN WG1,Discussion Document
R1-2402259,RAN WG1,Contribution
R1-2410467,RAN WG1,Technical Proposal
R1-2406835,RAN WG1,Contributor
R1-2402240,RAN WG1,Discussion Document
R1-2405082,RAN WG1,Technical Contribution
R1-2402506,RAN WG1,Contribution
R1-2406980,RAN WG1,Contribution
R1-2402800,RAN WG1,Contribution
R1-2407375,RAN WG1,Discussion Document
R1-2410123,RAN WG1,Specification amendment proposal
R1-2403687,RAN WG1,Change Request
R1-2402550,RAN WG1,Contribution
R1-2403803,RAN WG1,Technical Specification
R1-2400166,RAN WG1,Discussion Document
R1-2408058,RAN WG1,Contribution
R1-2404781,RAN WG1,Discussion document
R1-2407650,RAN WG1,Contribution
R1-2400781,RAN WG1,Technical contribution
R1-2406893,RAN WG1,Contribution
R1-2407213,RAN WG1,Contribution
R1-2408720,RAN WG1,Contribution
R1-2406335,RAN WG1,Contribution
R1-2407795,RAN WG1,Discussion Document
R1-2404770,RAN WG1,Contribution
R1-2409821,RAN WG1,Contribution
R1-2405078,RAN WG1,Contribution
R1-2409772,RAN WG1,Discussion Document
R1-2409712,RAN WG1,Contribution on physical layer procedures
R1-2407993,RAN WG1,Contribution
R1-2400853,RAN WG2,Coordination required
R1-2402367,RAN WG1,Technical Contribution
R1-2409067,RAN WG1,Discussion lead for Ambient IoT physical layer
R1-2404196,RAN WG1,Contribution on NTN Physical Layer Enhancements
R1-2402896,RAN WG1,Contribution
R1-2410086,RAN WG1,Contribution
R1-2405382,RAN WG1,Contribution on physical layer enhancements
R1-2402398,RAN WG1,Technical contribution on channel modeling
R1-2409366,RAN WG1,Technical Contribution
R1-2402023,RAN WG1,Contribution
R1-2400580,RAN WG1,Technical Contribution
R1-2409646,RAN WG1,Contribution
R1-2407641,RAN WG1,Contribution to Physical Layer Study
R1-2409623,RAN WG1,Contribution
R1-2401897,RAN WG1,Technical contribution
R1-2401866,RAN WG1,Information Document
R1-2400873,RAN WG1,Contribution
R1-2400501,RAN WG1,Discussion Document
R1-2404769,RAN WG1,Contribution
R1-2409659,TSG-RAN WG1,Technical Contribution
R1-2405469,RAN WG1,Discussion Framework Proposal
R1-2400301,RAN WG1,Contribution
R1-2402086,RAN WG1,Technical Contribution
R1-2406007,RAN WG1,Discussion Contributor
R1-2404694,RAN WG1,Contribution
R1-2404465,RAN WG1,Technical contribution on physical layer design
R1-2409151,RAN WG1,Discussion Document
R1-2403517,RAN WG1,Discussion Summary
R1-2407143,RAN WG1,Contribution
R1-2405742,RAN WG1,Discussion coordination
R1-2408877,RAN WG1,Contribution
R1-2407364,RAN WG1,Technical Specification Contributor
R1-2402854,RAN WG1,Contribution
R1-2410323,RAN WG1,Discussion Document
R1-2408934,RAN WG1,Contribution on NES Techniques
R1-2406577,RAN WG1,Contribution
R1-2406192,RAN WG1,Technical contribution
R1-2407309,RAN WG1,Change Request for physical layer enhancements
R1-2409994,RAN WG1,Contribution
R1-2406642,RAN WG1,Contribution
R1-2402403,RAN WG1,Contribution
R1-2401915,RAN WG1,Specification Contributor
R1-2408538,RAN WG1,Physical layer protocol specification
R1-2404049,RAN WG1,Technical Contribution
R1-2406641,RAN WG1,Contribution
R1-2406684,RAN WG1,Discussion Lead
R1-2410509,RAN WG1,Contribution
R1-2402220,TSG-RAN WG1,Technical Specification Contribution
R1-2403719,RAN WG1,Discussion Document
R1-2409661,RAN WG1,Technical Specification Development
R1-2405267,RAN WG1,Meeting Document
R1-2406846,RAN WG1,Discussion summary for physical layer specifications
R1-2401210,RAN WG1,Contribution
R1-2408309,RAN WG1,Contribution
R1-2401703,RAN WG1,Discussion coordination
R1-2410234,RAN WG1,Contribution
R1-2407630,RAN WG1,Technical contribution
R1-2403985,RAN WG1,Discussion Document
R1-2407658,RAN WG1,Discussion Document
R1-2400172,RAN WG1,Contribution
R1-2402818,RAN WG1,Specification of physical layer aspects for SBFD
R1-2400445,RAN WG1,Technical Contribution
R1-2405570,RAN WG1,Session Notes
R1-2401409,RAN WG1,Contribution
R1-2408669,RAN WG1,Contribution
R1-2407620,RAN WG1,Feature specification for physical layer procedures
R1-2401259,RAN WG1,Contribution on Physical Layer Design
R1-2403531,TSG-RAN WG1,Discussion document for AI 9.5.3
R1-2406429,RAN WG1,Contribution
R1-2408475,RAN WG1,Contribution on NES enhancements
R1-2405228,RAN WG1,Change Proposal
R1-2405088,RAN WG1,Contribution
R1-2409907,RAN WG1,Contribution
R1-2406095,RAN WG1,Technical contribution
R1-2403393,RAN WG1,Contribution
R1-2410176,RAN WG1,Contribution
R1-2408671,RAN WG1,Discussion Contributor
R1-2401794,RAN WG1,Contribution
R1-2407114,RAN WG1,Contribution
R1-2406188,RAN WG1,Contribution
R1-2409213,RAN WG1,Discussion and Decision
R1-2402459,RAN WG1,Discussion Summary
R1-2406623,RAN WG1,Technical Specification Maintenance
R1-2404905,RAN WG1,Discussion/Decision Input
R1-2405523,RAN WG1,Discussion Document
R1-2405671,RAN WG1,Technical Specification Development
R1-2402523,RAN WG1,Contribution
R1-2406234,RAN WG1,Reply LS on NTN synchronization
R1-2401697,RAN WG1,Discussion summary
R1-2408212,RAN WG1,Contribution on physical layer AI/ML enhancements
R1-2407742,RAN WG1,Contribution
R1-2404663,RAN WG1,Change Proposal
R1-2402816,RAN WG1,Technical Contribution
R1-2410139,RAN WG1,Contribution
R1-2403968,RAN WG1,Contribution
R1-2408303,RAN WG1,Contribution
R1-2409594,RAN WG1,Technical contribution
R1-2409368,RAN WG1,Technical contribution
R1-2403685,RAN WG1,Change Proposal
R1-2400336,RAN WG1,Contribution
R1-2409424,RAN WG1,Technical Contribution
R1-2403092,RAN WG1,Study Item on Ambient IoT Physical Layer
R1-2406966,RAN WG2,Contribution
R1-2406201,RAN WG1,Contribution
R1-2405063,RAN WG1,Contribution
R1-2403530,RAN WG1,Discussion coordination and summary
R1-2402485,RAN WG1,Discussion document
R1-2403792,RAN WG1,Discussion document
R1-2401132,RAN WG1,Technical Contribution
R1-2407622,RAN WG1,Contribution
R1-2407691,RAN WG1,Discussion contributor
R1-2405474,RAN WG1,Discussion Summary
R1-2409630,RAN WG1,Contribution document
R1-2405903,RAN WG1,Technical Contribution
R1-2405101,RAN WG2,Protocol Coordination
R1-2409758,RAN WG1,Contribution on physical layer enhancements
R1-2403075,RAN WG1,Contribution on AI/ML for NR Air Interface
R1-2406381,RAN WG1,Contribution
R1-2409560,RAN WG1,Contribution
R1-2407040,RAN WG1,Technical Proposal
R1-2410192,RAN WG1,Contribution
R1-24xxxxx,RAN WG1,Discussion Leader
R1-2400342,RAN WG1,Channel Modeling Specification
R1-2401782,RAN WG1,Feature Lead Summary
R1-2404812,RAN WG1,Technical Specification
R1-2403730,RAN WG1,Discussion Document
R1-2401544,RAN WG1,Discussion/Decision Document
R1-2407226,RAN WG1,Feature lead summary for Rel-18 WI
R1-2408413,RAN WG1,Contribution
R1-2403654,RAN WG1,Session Documentation
R1-2403449,TSG-RAN WG1,Discussion Document
R1-2406183,RAN WG1,Discussion document
R1-2404005,RAN WG1,Contribution
R1-2409050,RAN WG1,Discussion Document
R1-2400649,RAN WG1,Contribution
R1-2400879,RAN WG1,Contribution
R1-2404402,RAN WG1,Contribution
R1-2407625,RAN WG1,Contribution to Agenda Item 9.3.2
R1-2410099,RAN WG1,Contribution
R1-2403040,RAN WG1,Agenda 9.11.3 Contributor
R1-2401929,RAN WG1,Specification Maintenance
R1-2405751,RAN WG1,Technical contribution
R1-2400911,RAN WG1,Technical Contribution
R1-2402962,RAN WG1,Contribution
R1-2401513,RAN WG1,Discussion Document
R1-2404673,RAN WG1,Technical specification contributor
R1-2404528,RAN WG1,Discussion Document
R1-2401046,RAN WG1,Contribution
R1-2400415,RAN WG1,Discussion Lead
R1-2400482,RAN WG1,Change Request
R1-2404600,RAN WG1,Technical Contribution
R1-2404141,RAN WG1,Response author for NR_pos_enh2 work item
R1-2405293,RAN WG1,Specification Maintenance
R1-2402078,RAN WG1,Technical Contribution on NTN Coverage
R1-2406392,RAN WG1,Contribution
R1-2410384,RAN WG1,Technical Contribution
R1-2410787,RAN WG1,Discussion document
R1-2403132,RAN WG1,Contribution
R1-2400183,RAN WG1,Contribution
R1-2401632,RAN WG1,Discussion lead
R1-2400471,RAN WG1,Discussion on CSI enhancements
R1-2404432,RAN WG1,Contribution
R1-2401172,RAN WG1,Contribution
R1-2403725,RAN WG1,Change Request Proposal
R1-2400255,RAN WG1,Technical Contribution
R1-2402994,RAN WG1,Contribution
R1-2410831,RAN WG1,Discussion Document
R1-2406160,RAN WG1,Specification maintenance
R1-2408828,RAN WG1,Contribution
R1-2408295,RAN WG1,Discussion Document
R1-2410455,RAN WG1,Change Request
R1-2409494,RAN WG1,Contribution
R1-2401792,RAN WG1,Discussion Coordinator
R1-2404171,RAN WG1,Contribution
R1-2408993,RAN WG1,Discussion/Decision Document
